Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Matt Direnzo,Worcester St.,MASCAC,P,So.,26.0,116.0,4.05,145.0,9.14,19.0,9.9,1.28
Jack Hildred,Worcester St.,MASCAC,P,So.,18.1,99.0,4.54,130.0,8.24,17.1,8.8,1.68
Gavin Price,Worcester St.,MASCAC,P,Sr.,45.2,224.0,4.14,142.0,11.91,20.8,8.9,1.7
Steven Thomas,Worcester St.,MASCAC,P,Sr.,18.1,82.0,4.04,146.0,6.29,16.5,10.2,0.83
Nolan Turner,Worcester St.,MASCAC,P,Sr.,23.0,114.0,4.93,119.0,8.6,18.5,9.9,2.51
J. Canner,Yeshiva,Skyline,P,Sr.,15.2,109.0,5.13,115.0,3.6,15.1,11.5,0.73
Coby Kamish,Yeshiva,Skyline,P,Jr.,16.8,108.0,5.76,102.0,3.16,13.7,10.5,1.95
Mendy Kanofsky,Yeshiva,Skyline,P,Sr.,21.7,137.0,5.95,99.0,2.24,11.1,8.9,2.33
Z. Magerman,Yeshiva,Skyline,P,Sr.,16.1,104.0,6.25,94.0,1.98,14.1,12.1,2.21
Jacob Shakin,Yeshiva,Skyline,P,Sr.,29.3,190.0,5.95,99.0,2.99,15.2,12.2,1.55
Y. Speyer,Yeshiva,Skyline,P,Jr.,21.1,148.0,6.45,91.0,2.1,15.8,13.7,2.11
N. Steinmetz,Yeshiva,Skyline,P,So.,24.2,140.0,5.13,115.0,5.36,15.0,9.7,1.78
S. Weisman,Yeshiva,Skyline,P,So.,12.1,88.0,5.36,110.0,3.21,15.6,12.4,1.05
Eli Zirdok,Yeshiva,Skyline,P,Sr.,30.8,229.0,7.46,79.0,0.29,11.1,10.8,2.2
Owen Brockner,York (PA),MAC Commonwealth,P,Sr.,47.3,221.0,4.31,136.0,6.52,14.3,7.8,1.58
Jason Cassidy,York (PA),MAC Commonwealth,P,Jr.,27.7,127.0,4.36,135.0,6.33,16.5,10.2,1.36
Evan Hughes,York (PA),MAC Commonwealth,P,Jr.,48.2,219.0,3.96,148.0,7.76,17.8,10.1,0.76
Jake Ludwig,York (PA),MAC Commonwealth,P,So.,17.0,83.0,4.87,121.0,5.43,16.4,11.0,1.78
Dillon Michaloski,York (PA),MAC Commonwealth,P,Jr.,38.7,184.0,4.25,138.0,4.87,14.8,9.9,1.03
Konner Reeser,York (PA),MAC Commonwealth,P,So.,13.2,73.0,4.58,128.0,7.27,17.4,10.1,1.48
Michael Andrew,Alvernia,MAC Commonwealth,P,Sr.,21.6,105.0,3.72,158.0,8.16,16.9,8.8,0.65
Brad Coley,Alvernia,MAC Commonwealth,P,Sr.,16.1,74.0,3.77,156.0,10.56,23.8,13.3,0.75
Nick Ferraioli,Alvernia,MAC Commonwealth,P,Sr.,66.6,287.0,3.88,152.0,9.67,18.8,9.1,1.27
Ronald Kopcho,Alvernia,MAC Commonwealth,P,Jr.,31.0,145.0,3.93,150.0,9.2,19.1,9.9,1.11
Matt Mays,Alvernia,MAC Commonwealth,P,Sr.,20.1,88.0,3.28,179.0,10.92,19.4,8.5,0.41
Collin McCarron,Alvernia,MAC Commonwealth,P,So.,12.0,75.0,5.07,116.0,5.06,15.8,10.8,1.47
Christopher Sasso,Alvernia,MAC Commonwealth,P,Sr.,54.2,239.0,4.26,138.0,10.23,20.4,10.2,2.0
Tyler Weil-Kaspar,Alvernia,MAC Commonwealth,P,Jr.,21.2,91.0,3.88,152.0,7.67,18.1,10.4,0.94
Landon Brooks,Anderson (IN),HCAC,P,So.,41.2,208.0,4.73,124.0,5.36,13.7,8.3,1.72
Gavin Owsley,Anderson (IN),HCAC,P,Jr.,21.6,104.0,4.17,141.0,4.86,14.7,9.8,0.94
Aidan Shoemaker,Anderson (IN),HCAC,P,Sr.,17.3,75.0,4.16,141.0,6.15,14.7,8.5,1.28
C.J. Williams,Anderson (IN),HCAC,P,Sr.,35.2,164.0,4.5,131.0,4.12,13.4,9.2,1.02
Jonas Ceballos,Austin,SCAC,P,Sr.,39.0,193.0,4.67,126.0,7.22,16.0,8.7,2.05
Blake Skipworth,Austin,SCAC,P,Sr.,11.3,55.0,4.1,143.0,5.3,16.6,11.3,0.71
Graham Benway,Bard,Liberty League,P,Jr.,14.9,102.0,5.55,106.0,2.01,13.9,11.9,1.22
Elise Berger,Bard,Liberty League,P,So.,10.1,58.0,5.2,113.0,6.8,16.7,9.9,1.95
Dylan Conte,Bard,Liberty League,P,So.,15.1,103.0,4.82,122.0,7.27,17.5,10.3,1.33
Aidan Kiefer,Bard,Liberty League,P,So.,14.1,93.0,5.88,100.0,3.97,16.3,12.3,2.06
Charlie Lehr,Bard,Liberty League,P,Jr.,20.3,124.0,5.5,107.0,1.99,17.9,15.9,1.04
Kane Morgan,Bard,Liberty League,P,Sr.,34.1,183.0,4.69,125.0,6.2,16.6,10.4,1.64
Nikhil Newman,Bard,Liberty League,P,Jr.,24.4,129.0,5.18,114.0,3.91,15.7,11.8,1.96
Jackson Sprinzen,Bard,Liberty League,P,So.,16.2,92.0,5.08,116.0,6.11,16.9,10.8,1.72
Jadon Dormer,Arcadia,MAC Freedom,P,Sr.,23.0,105.0,4.22,139.0,6.65,15.3,8.6,1.19
Luke Hinkle,Arcadia,MAC Freedom,P,Jr.,12.0,57.0,4.71,125.0,5.18,16.1,10.9,1.58
Braden Kelly,Arcadia,MAC Freedom,P,So.,32.0,161.0,4.38,134.0,5.46,16.8,11.3,0.84
Xavier Sjostedt,Arcadia,MAC Freedom,P,So.,15.7,77.0,4.5,131.0,4.32,16.7,12.4,0.85
Jackson Collett,Berry,SAA,P,Jr.,30.7,152.0,4.67,126.0,4.32,16.0,11.7,1.39
Brady Greene,Berry,SAA,P,Sr.,14.3,68.0,4.69,125.0,8.72,16.7,8.0,2.36
Jackson Halla,Berry,SAA,P,Sr.,56.2,248.0,4.12,143.0,8.19,15.5,7.3,1.62
Cole Porter,Berry,SAA,P,Sr.,24.3,111.0,4.86,121.0,5.41,14.9,9.5,2.05
Mason Schoonover,Berry,SAA,P,Jr.,22.7,104.0,4.75,124.0,4.94,14.5,9.6,2.05
Jon Strydom,Berry,SAA,P,Sr.,12.2,71.0,4.92,120.0,5.03,16.4,11.4,1.47
Matthew Becher,Bluffton,HCAC,P,Jr.,43.2,209.0,4.68,126.0,5.86,16.2,10.3,1.47
Alexander James,Bluffton,HCAC,P,Sr.,15.5,88.0,5.09,116.0,3.62,16.5,12.8,1.28
William Nissen,Bluffton,HCAC,P,Sr.,11.0,57.0,4.13,142.0,6.62,16.0,9.3,0.97
Riley Reyna,Bluffton,HCAC,P,Jr.,58.3,274.0,4.09,144.0,6.84,15.8,8.9,0.68
Deegan Yutzy,Bluffton,HCAC,P,So.,15.0,86.0,4.64,127.0,8.2,18.8,10.6,1.41
Matt Miller,Concordia Wisconsin,NACC,P,Sr.,18.1,97.0,5.15,114.0,4.63,15.1,10.5,1.91
Lucas Aguirre,Dallas,SCAC,P,Jr.,32.2,164.0,4.83,122.0,5.1,16.3,11.2,1.36
Liam Mosley,Dallas,SCAC,P,So.,59.1,291.0,4.43,133.0,6.96,15.8,8.8,1.64
Tito Ramos,Dallas,SCAC,P,So.,44.0,220.0,5.02,117.0,2.87,15.4,12.5,1.44
Jayden Rodriguez,Dallas,SCAC,P,So.,25.0,143.0,5.12,115.0,3.97,16.3,12.3,1.47
Keller Shamburger,Dallas,SCAC,P,Jr.,22.0,114.0,4.45,132.0,4.88,16.9,12.1,0.86
Tyler Bogusz,East Tex. Baptist,ASC,P,Sr.,57.0,243.0,4.94,119.0,7.77,16.2,8.4,3.07
Nolan Bushko,East Tex. Baptist,ASC,P,Sr.,19.1,88.0,4.04,146.0,7.5,17.8,10.3,0.81
Matthew Irwin,East Tex. Baptist,ASC,P,Sr.,39.9,173.0,4.77,123.0,5.26,17.4,12.1,2.15
Kris Hahn,Edgewood,NACC,P,So.,33.0,144.0,4.09,144.0,8.86,18.8,9.9,1.46
Cashton Jones,Edgewood,NACC,P,So.,23.1,120.0,4.97,118.0,4.63,15.4,10.8,1.57
Cole Pulliam,Edgewood,NACC,P,Sr.,29.1,140.0,4.29,137.0,4.78,15.0,10.2,1.05
Aiden Shumaker,Edgewood,NACC,P,Sr.,68.1,305.0,3.47,169.0,10.93,19.3,8.4,0.87
Mark Tor,Edgewood,NACC,P,Sr.,29.2,142.0,4.95,119.0,5.59,15.1,9.6,1.87
Grant Baskin,George Fox,NWC,P,Jr.,11.1,77.0,5.1,115.0,4.64,17.0,12.4,1.0
Jack Galanida,George Fox,NWC,P,Jr.,20.3,97.0,4.33,136.0,9.5,17.8,8.3,1.81
Lucas Plenert,George Fox,NWC,P,So.,38.1,194.0,4.32,136.0,9.97,18.9,8.9,1.79
Aidan Rady,George Fox,NWC,P,Sr.,43.2,206.0,4.4,134.0,7.53,16.0,8.5,1.8
Spencer Simon,George Fox,NWC,P,Sr.,15.0,81.0,4.81,122.0,5.53,15.7,10.2,1.39
Luke Vrable,George Fox,NWC,P,Sr.,26.1,131.0,4.25,138.0,8.39,19.8,11.4,1.04
Brett Moore,Gordon,CNE,P,Sr.,31.1,164.0,4.66,126.0,3.42,13.9,10.5,1.17
Michael Pelletier,Gordon,CNE,P,Jr.,21.0,121.0,5.09,116.0,5.83,16.3,10.4,1.41
Caleb Stuart,Gordon,CNE,P,Jr.,27.0,127.0,3.96,148.0,7.47,17.5,10.1,0.82
Casey Watson,Gordon,CNE,P,Jr.,15.2,75.0,4.9,120.0,6.63,17.8,11.2,1.9
Kevin Whalen,Gordon,CNE,P,Jr.,26.4,129.0,4.7,125.0,5.37,14.7,9.3,1.75
Dax Bailey,Greenville,SLIAC,P,Jr.,49.0,225.0,4.27,138.0,8.74,18.0,9.3,1.67
Cade Buehnerkemper,Greenville,SLIAC,P,Sr.,51.3,241.0,4.84,121.0,6.46,16.4,9.9,2.24
Stephen Hardwick,Greenville,SLIAC,P,Jr.,19.6,98.0,4.29,137.0,6.82,15.8,9.0,1.3
Dawson Hope,Greenville,SLIAC,P,Sr.,65.0,321.0,5.53,106.0,8.32,17.7,9.4,3.45
Ty Kueper,Greenville,SLIAC,P,Jr.,13.4,78.0,5.39,109.0,3.83,15.3,11.5,1.79
Luke McBee,Greenville,SLIAC,P,Jr.,23.0,105.0,4.36,135.0,7.55,17.1,9.5,1.68
Stratton Barwick,Guilford,ODAC,P,Jr.,21.5,109.0,3.68,160.0,8.94,18.5,9.6,0.63
Lucas Gravlin,Guilford,ODAC,P,So.,17.0,118.0,5.48,107.0,4.43,15.1,10.7,1.27
Marcello Ricigliano,Guilford,ODAC,P,Sr.,58.4,284.0,4.55,129.0,6.23,13.6,7.4,1.77
Tanner Royals,Guilford,ODAC,P,Jr.,30.9,153.0,4.34,135.0,8.11,17.1,9.0,1.45
Hayden Sekanick,Guilford,ODAC,P,So.,11.2,62.0,4.44,132.0,6.98,16.9,10.0,1.16
Ashton Carie,Hanover,HCAC,P,Jr.,11.0,48.0,3.93,150.0,8.37,17.7,9.4,1.15
Wyatt Colvin,Hanover,HCAC,P,So.,36.0,156.0,4.14,142.0,7.71,17.3,9.6,1.41
John Girard,Hanover,HCAC,P,Sr.,61.2,282.0,4.27,138.0,8.68,17.8,9.1,1.75
Dylan Lloyd,Hanover,HCAC,P,So.,46.0,226.0,4.31,136.0,7.51,18.3,10.7,1.18
Will Rodriguez,Hanover,HCAC,P,Sr.,19.0,110.0,5.22,113.0,5.97,17.1,11.1,2.15
Quinten Shewmaker,Hanover,HCAC,P,Jr.,15.0,84.0,4.52,130.0,4.72,16.5,11.8,0.97
Josh Simpson,Hanover,HCAC,P,Sr.,13.0,61.0,4.39,134.0,7.74,17.7,10.0,1.56
Bradley Zekl,Hanover,HCAC,P,So.,10.1,49.0,4.78,123.0,7.01,17.2,10.2,2.02
Conner Bryson,Hendrix,SCAC,P,Sr.,12.1,83.0,5.75,102.0,4.83,15.9,11.1,1.92
Rowan Glover,Hendrix,SCAC,P,So.,27.2,125.0,4.55,129.0,5.55,16.4,10.9,1.55
Cole Joyner,Hendrix,SCAC,P,So.,33.0,159.0,4.43,133.0,6.05,15.6,9.6,1.4
Dylan Kalmus,Hendrix,SCAC,P,Jr.,55.7,236.0,3.79,155.0,11.16,19.0,7.9,1.66
Aiden Leggett,Hendrix,SCAC,P,Sr.,32.1,148.0,4.53,130.0,4.66,17.9,13.2,1.01
JD Nichols,Hendrix,SCAC,P,Sr.,12.6,69.0,4.18,141.0,6.4,18.1,11.7,0.64
Chance Reed,Hendrix,SCAC,P,Sr.,13.6,70.0,4.88,120.0,5.43,15.5,10.1,1.82
Braxton Waller,Hendrix,SCAC,P,Sr.,32.3,144.0,3.83,154.0,11.93,20.3,8.4,1.17
Will Argo,Huntingdon,CCS,P,Jr.,34.2,165.0,5.01,117.0,5.4,15.8,10.4,1.99
Brent Cadenhead,Huntingdon,CCS,P,Sr.,33.0,136.0,3.84,153.0,8.89,16.5,7.6,1.07
JB Landrum,Huntingdon,CCS,P,Jr.,63.0,287.0,4.12,143.0,8.53,19.5,11.0,1.09
Jacob McFarling,Huntingdon,CCS,P,Sr.,45.0,210.0,4.27,138.0,6.9,18.1,11.2,1.11
Landon Nelson,Huntingdon,CCS,P,So.,10.2,60.0,5.41,109.0,6.84,17.0,10.2,2.32
Jable Ramey,Huntingdon,CCS,P,Jr.,44.1,218.0,4.5,131.0,6.07,15.5,9.4,1.39
Parker Szush,Huntingdon,CCS,P,Sr.,32.9,163.0,4.3,137.0,5.35,15.9,10.5,0.85
Tanner Audyatis,Husson,North Atlantic,P,Sr.,23.2,106.0,4.16,141.0,7.12,15.9,8.8,1.41
Spencer Johnson,Husson,North Atlantic,P,So.,15.2,77.0,5.86,100.0,5.65,16.0,10.3,3.38
Jack Lano,Husson,North Atlantic,P,Jr.,10.2,48.0,4.18,141.0,7.78,18.5,10.7,1.15
Avery Lawrence,Husson,North Atlantic,P,So.,21.2,97.0,4.28,137.0,6.87,16.8,9.9,1.36
Chris Lusignan,Husson,North Atlantic,P,So.,14.0,64.0,4.36,135.0,7.76,17.5,9.8,1.53
Ben Phillips,Husson,North Atlantic,P,Sr.,16.8,72.0,4.2,140.0,6.81,17.1,10.3,1.51
Allen Wheaton,Husson,North Atlantic,P,Sr.,18.2,82.0,5.17,114.0,8.09,18.3,10.2,3.28
DJ Bruni,Keuka,Empire 8,P,Sr.,10.0,59.0,4.53,130.0,5.8,17.5,11.7,0.95
Hunter Corkran,Keuka,Empire 8,P,So.,34.2,164.0,4.77,123.0,5.41,15.6,10.2,1.93
Wyatt Ernst,Keuka,Empire 8,P,Sr.,42.2,196.0,4.57,129.0,4.21,14.1,9.9,1.53
Mason Smith,Keuka,Empire 8,P,Sr.,36.1,186.0,4.39,134.0,6.04,15.7,9.6,1.24
Josiah Chiesa,LaGrange,CCS,P,So.,63.1,297.0,4.3,137.0,6.52,18.7,12.2,1.01
Parker Copeland,LaGrange,CCS,P,Jr.,28.1,130.0,4.65,126.0,4.2,15.3,11.1,1.53
Trystin Merson,LaGrange,CCS,P,Jr.,32.0,160.0,4.32,136.0,7.18,17.2,10.0,1.38
Eduardo Peralta,LaGrange,CCS,P,Sr.,56.6,271.0,4.2,140.0,6.15,17.5,11.4,1.02
Connell White,LaGrange,CCS,P,So.,13.2,69.0,4.57,129.0,4.63,16.0,11.4,1.13
Bryson Bubb,La Roche,AMCC,P,Jr.,32.0,152.0,4.36,135.0,5.8,16.9,11.0,1.08
Samuel DiCicco,La Roche,AMCC,P,Sr.,18.6,100.0,4.43,133.0,2.5,13.0,10.5,0.46
Aaron Exler,La Roche,AMCC,P,Sr.,25.2,136.0,4.07,144.0,5.36,16.1,10.8,0.54
Jared Hough,La Roche,AMCC,P,Sr.,18.9,104.0,5.65,104.0,1.59,13.3,11.7,1.5
Caden Maffitt,La Roche,AMCC,P,Jr.,20.1,108.0,4.51,130.0,5.25,16.1,10.8,0.88
Izaak Ogrodowczyk,La Roche,AMCC,P,Jr.,24.0,125.0,5.05,116.0,4.39,14.9,10.5,1.92
Jamison Rhoades,La Roche,AMCC,P,Sr.,35.5,184.0,5.09,116.0,2.07,15.2,13.1,1.18
Eiramzared Rivera,La Roche,AMCC,P,So.,11.2,65.0,4.57,129.0,5.71,16.0,10.3,1.15
Jimmy Roe,La Roche,AMCC,P,So.,20.2,95.0,4.61,128.0,7.54,16.6,9.1,2.05
Chris Tarquinio,La Roche,AMCC,P,Sr.,22.9,120.0,4.87,121.0,2.37,11.2,8.9,1.52
Eli Thomas,La Roche,AMCC,P,Jr.,16.1,92.0,5.43,108.0,3.26,14.8,11.6,1.77
Bryce Backus,Lakeland,NACC,P,So.,32.1,167.0,4.78,123.0,5.43,15.9,10.5,1.64
Thor Dunham,Lakeland,NACC,P,Sr.,27.1,154.0,5.24,112.0,3.9,13.4,9.5,1.78
Tucker Gegenfurtner,Lakeland,NACC,P,Jr.,40.2,211.0,5.05,116.0,6.02,15.1,9.1,2.14
Mason Holz,Lakeland,NACC,P,So.,44.2,224.0,4.67,126.0,7.22,18.0,10.8,1.9
Adrian Mercier,Lakeland,NACC,P,So.,12.1,63.0,4.65,126.0,6.32,17.3,11.0,1.53
Bryan Mitchell,Lakeland,NACC,P,Jr.,13.0,81.0,5.86,100.0,4.46,15.7,11.2,2.28
Rily Roberts,Lakeland,NACC,P,So.,34.0,158.0,5.0,118.0,6.49,15.5,9.0,2.52
Charles Schaefer,Lakeland,NACC,P,So.,11.0,62.0,4.85,121.0,6.19,16.5,10.3,1.54
Ian Scherbring,Lakeland,NACC,P,Sr.,13.2,83.0,4.64,127.0,5.06,15.9,10.9,0.83
Eli Watkins,Lakeland,NACC,P,Jr.,42.6,206.0,4.6,128.0,5.2,12.0,6.8,1.88
Anthony Yust,Lakeland,NACC,P,Sr.,24.8,134.0,5.22,113.0,3.79,13.4,9.7,2.01
Zack Hampson,Linfield,NWC,P,So.,27.1,114.0,4.25,138.0,8.1,18.0,9.9,1.62
Brian Mannion,Linfield,NWC,P,Sr.,18.0,83.0,4.78,123.0,9.03,20.5,11.5,2.51
Colton Ouellette,Linfield,NWC,P,So.,22.1,108.0,4.49,131.0,9.51,18.6,9.0,1.96
Matthew Tacheny,Linfield,NWC,P,Jr.,25.4,111.0,4.0,147.0,7.18,16.3,9.2,1.06
Quinton Black,Manchester,HCAC,P,So.,26.0,133.0,4.28,137.0,7.26,17.7,10.4,1.21
Tyler Layson,Manchester,HCAC,P,Sr.,72.6,334.0,4.59,128.0,6.79,15.2,8.5,1.93
Jackson Todor,Manchester,HCAC,P,Sr.,32.7,167.0,4.72,125.0,3.2,12.4,9.2,1.31
Joe Anderson,Maranatha Baptist,DIII Independent,P,Sr.,34.4,187.0,3.33,177.0,13.83,25.1,11.2,0.59
Teddy Haugen,Maranatha Baptist,DIII Independent,P,Sr.,32.1,198.0,5.36,110.0,3.14,14.4,11.3,1.61
Jonathan Jeske,Maranatha Baptist,DIII Independent,P,So.,34.2,185.0,4.37,135.0,7.46,17.8,10.4,1.31
Judson Martin,Maranatha Baptist,DIII Independent,P,Sr.,39.8,233.0,4.48,131.0,6.59,17.5,10.9,1.01
Sebastian Martin,Maranatha Baptist,DIII Independent,P,So.,16.0,103.0,4.96,119.0,4.02,15.0,10.9,1.0
Daniel Piranian,Maranatha Baptist,DIII Independent,P,Jr.,12.9,71.0,4.66,126.0,6.72,16.9,10.2,1.46
Ben Werner,Maranatha Baptist,DIII Independent,P,So.,12.0,73.0,5.5,107.0,4.22,15.9,11.7,1.84
Timothy Wine,Maranatha Baptist,DIII Independent,P,So.,10.0,59.0,4.98,118.0,5.49,16.4,10.9,1.56
Wyatt Blaskowski,Marian (WI),NACC,P,Jr.,13.3,69.0,5.6,105.0,5.13,15.7,10.6,2.67
Patrick Flynn,Marian (WI),NACC,P,Jr.,19.1,104.0,4.44,132.0,5.58,14.4,8.8,1.06
Blake Griesbach,Marian (WI),NACC,P,Sr.,45.2,204.0,4.39,134.0,4.53,14.3,9.7,1.16
Preston Kaufman,Marian (WI),NACC,P,Sr.,14.4,75.0,4.76,124.0,1.95,14.9,12.9,0.96
Carson McLean,Marian (WI),NACC,P,Jr.,19.0,91.0,3.98,148.0,8.61,17.4,8.8,0.94
Jackson Spejcher,Marian (WI),NACC,P,So.,13.1,58.0,4.1,143.0,7.53,17.7,10.2,1.18
Preston Blake,Mary Hardin-Baylor,ASC,P,So.,20.2,95.0,4.36,135.0,6.33,16.4,10.1,1.37
Bryce Farlander,Mary Hardin-Baylor,ASC,P,Sr.,22.4,109.0,5.48,107.0,5.43,14.8,9.3,2.79
Jacob Haynes,Mary Hardin-Baylor,ASC,P,Sr.,19.3,91.0,3.98,148.0,8.22,17.5,9.3,0.95
Alex Hill,Mary Hardin-Baylor,ASC,P,So.,14.2,77.0,5.02,117.0,6.23,17.7,11.4,1.82
Carter Kammlah,Mary Hardin-Baylor,ASC,P,So.,10.2,57.0,4.96,119.0,7.11,17.3,10.2,1.96
Kolby McBee,Mary Hardin-Baylor,ASC,P,So.,51.0,232.0,4.03,146.0,7.35,16.5,9.2,1.17
Erick Roberts,Mary Hardin-Baylor,ASC,P,Sr.,12.7,68.0,4.47,132.0,4.09,16.5,12.4,0.64
Mason Semmelman,Mary Hardin-Baylor,ASC,P,Jr.,17.8,80.0,4.53,130.0,7.66,16.8,9.1,1.73
Parker Gilchrist,Minn.-Morris,UMAC,P,Sr.,37.8,182.0,5.16,114.0,6.34,15.6,9.3,2.6
Travis Godfrey,Minn.-Morris,UMAC,P,So.,27.1,129.0,4.35,135.0,6.96,16.5,9.5,1.53
Ryan McGie,Minn.-Morris,UMAC,P,Sr.,29.4,145.0,3.89,151.0,8.83,18.4,9.6,1.17
Peyton Neadeau,Minn.-Morris,UMAC,P,So.,16.0,81.0,4.38,134.0,7.95,17.9,10.0,1.44
Jacob Schaaf,Minn.-Morris,UMAC,P,Sr.,30.4,136.0,4.31,136.0,8.32,17.6,9.3,1.26
Breckin Silvain,Minn.-Morris,UMAC,P,Sr.,30.2,153.0,4.77,123.0,6.51,17.7,11.2,1.95
Rey Carrier,Neumann,Atlantic East,P,So.,10.0,42.0,4.09,144.0,7.6,17.9,10.3,1.25
Gatlin Hovenstine,Neumann,Atlantic East,P,Sr.,21.5,109.0,4.96,119.0,4.64,15.1,10.5,1.78
Cam Leighton,Neumann,Atlantic East,P,Sr.,23.2,118.0,4.88,120.0,4.83,15.3,10.5,1.61
Josh Lillis,Neumann,Atlantic East,P,Jr.,27.3,125.0,3.86,152.0,9.12,19.1,10.0,0.98
Kaden Netta,Neumann,Atlantic East,P,So.,26.1,154.0,6.28,94.0,3.69,14.8,11.2,2.83
Logan Egge,Pacific Lutheran,NWC,P,Jr.,27.1,125.0,4.07,144.0,10.26,20.5,10.3,1.56
Andrew Hickman,Pacific Lutheran,NWC,P,So.,15.2,75.0,4.36,135.0,5.84,17.3,11.5,1.1
Alex Lopez,Pacific Lutheran,NWC,P,So.,60.0,249.0,3.8,155.0,7.23,15.9,8.7,0.9
Chris Moreno,Pacific Lutheran,NWC,P,Sr.,45.7,228.0,4.16,141.0,8.42,18.5,10.1,1.22
Matthew Sherwood,Pacific Lutheran,NWC,P,Jr.,51.5,239.0,4.61,128.0,8.32,17.4,9.1,2.11
Collin Porter,Pitt.-Bradford,AMCC,P,Sr.,23.8,124.0,4.53,130.0,3.32,14.4,11.1,0.6
Jacob Sherdel,Pitt.-Bradford,AMCC,P,Sr.,37.4,174.0,3.66,161.0,8.44,17.7,9.3,0.83
Patrick Synan,Pitt.-Bradford,AMCC,P,Sr.,29.4,150.0,4.07,144.0,5.49,15.2,9.7,0.72
Ethan Zimmerman,Pitt.-Bradford,AMCC,P,Jr.,19.0,85.0,3.88,152.0,8.28,17.0,8.7,1.1
Spencer Anton,Dominican (IL),NACC,P,Sr.,29.1,148.0,4.96,119.0,4.93,15.2,10.2,1.82
Ethan Buckner,Dominican (IL),NACC,P,So.,42.0,204.0,4.39,134.0,8.27,16.9,8.7,1.74
Koufax Cranmer,Dominican (IL),NACC,P,So.,14.1,61.0,4.46,132.0,7.39,17.2,9.8,1.93
Langdon Downing,Dominican (IL),NACC,P,Jr.,22.0,114.0,4.93,119.0,5.69,16.4,10.7,1.81
Tyler Johnson,Dominican (IL),NACC,P,Sr.,73.6,307.0,3.01,195.0,18.56,26.6,8.1,1.33
Casey Myczek,Dominican (IL),NACC,P,Jr.,13.8,70.0,5.47,107.0,5.27,16.6,11.4,2.53
Aaron O'Grady,Dominican (IL),NACC,P,Sr.,14.3,75.0,4.8,123.0,3.51,15.3,11.8,1.13
Charles Aurandt,St. Joseph's (L.I.),Skyline,P,Sr.,28.0,131.0,4.69,125.0,5.13,15.7,10.6,1.34
S. Cantwell,St. Joseph's (L.I.),Skyline,P,So.,10.1,51.0,4.46,132.0,7.32,17.3,10.0,1.52
Justin Jaskolski,St. Joseph's (L.I.),Skyline,P,Jr.,29.5,149.0,5.04,117.0,3.21,16.1,12.9,1.52
Riley Morris,St. Joseph's (L.I.),Skyline,P,Jr.,29.1,144.0,4.53,130.0,6.92,16.1,9.2,1.63
Ryan Reynolds,St. Joseph's (L.I.),Skyline,P,So.,54.7,263.0,4.63,127.0,7.71,16.3,8.6,2.09
Aleksander Kowalczyk,Schreiner,SCAC,P,Sr.,11.0,57.0,4.52,130.0,7.49,17.1,9.6,1.6
J. Marentes,Schreiner,SCAC,P,So.,23.0,117.0,4.47,132.0,7.32,17.3,10.0,1.52
H. Oakes,Schreiner,SCAC,P,So.,23.2,124.0,4.54,130.0,7.32,17.3,10.0,1.52
Max Sauceda,Schreiner,SCAC,P,Jr.,40.7,201.0,5.66,104.0,5.78,14.4,8.6,3.32
Nolan Sauceda,Schreiner,SCAC,P,Jr.,56.3,278.0,4.52,130.0,4.48,13.0,8.6,1.34
Caleb Alfaro,Texas Lutheran,SCAC,P,Jr.,14.1,75.0,5.14,114.0,4.42,14.7,10.3,1.9
Carson Hues,Texas Lutheran,SCAC,P,So.,17.0,73.0,4.38,134.0,6.3,17.8,11.5,1.48
Triston McGowan,Texas Lutheran,SCAC,P,Sr.,75.1,350.0,4.32,136.0,5.78,17.1,11.3,1.0
Garret Nedd,Texas Lutheran,SCAC,P,Jr.,39.0,220.0,5.17,114.0,2.73,14.7,11.9,1.43
Vlario Prado,Texas Lutheran,SCAC,P,So.,17.0,84.0,4.81,122.0,5.73,16.2,10.4,1.77
Isaiah Ramirez,Texas Lutheran,SCAC,P,So.,29.4,141.0,4.42,133.0,7.77,17.6,9.8,1.79
Parker Schutte,Texas Lutheran,SCAC,P,Sr.,20.2,98.0,4.74,124.0,4.8,15.1,10.3,1.78
Brayden Sprencel,Texas Lutheran,SCAC,P,Sr.,12.1,52.0,4.74,124.0,7.44,17.9,10.4,2.31
Ethan Erhard,Waynesburg,PAC,P,Sr.,52.5,250.0,4.85,121.0,6.69,14.7,8.0,2.41
Dalton Lucey,Waynesburg,PAC,P,Sr.,61.1,280.0,4.14,142.0,5.83,13.6,7.7,1.2
Mike McCready,Waynesburg,PAC,P,Jr.,19.3,102.0,4.56,129.0,4.48,13.5,9.0,1.21
Alex Nicholson,Waynesburg,PAC,P,Jr.,17.6,87.0,5.79,102.0,5.9,16.2,10.3,3.37
Ryan Opfer,Waynesburg,PAC,P,Jr.,34.2,175.0,4.25,138.0,5.31,13.8,8.5,1.01
Hudson Pincavitch,Waynesburg,PAC,P,Sr.,17.4,100.0,4.99,118.0,1.51,11.6,10.1,0.91
Gavin Pratt,Waynesburg,PAC,P,Sr.,37.2,188.0,5.01,117.0,3.4,17.0,13.6,1.39
Zach Scibelli,Waynesburg,PAC,P,Sr.,15.6,77.0,4.23,139.0,3.66,15.3,11.6,0.68
