Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Mason Tinsley,Lynn,Sunshine State,P,Sr.,65.2,305.0,4.09,144.0,5.99,15.1,9.1,1.04
Chase Wills,Lynn,Sunshine State,P,Sr.,19.2,89.0,4.43,133.0,5.57,16.2,10.6,1.48
Rich Bonino,Chestnut Hill,CACC,P,Sr.,31.0,146.0,5.2,113.0,4.92,14.5,9.6,2.74
Dylan Broderick,Chestnut Hill,CACC,P,Jr.,40.4,194.0,4.93,119.0,6.24,18.3,12.0,1.97
Brady Gusttitus,Chestnut Hill,CACC,P,So.,16.1,98.0,5.64,104.0,6.97,18.2,11.2,2.49
Cole Morris,Chestnut Hill,CACC,P,Jr.,18.0,75.0,4.47,132.0,7.93,17.9,10.0,1.92
Michael Pascoe,Chestnut Hill,CACC,P,Jr.,24.1,116.0,5.25,112.0,7.99,17.3,9.4,3.26
Luke Schweiker,Chestnut Hill,CACC,P,So.,21.0,111.0,5.19,113.0,6.38,18.5,12.1,2.07
Briant Bazydlo,Felician,CACC,P,Jr.,33.1,177.0,5.68,104.0,3.84,16.9,13.1,2.24
Kyle Bednarski,Felician,CACC,P,Sr.,20.3,96.0,4.64,127.0,6.36,16.3,10.0,2.03
Aiden Denton,Felician,CACC,P,So.,42.4,195.0,5.61,105.0,4.2,14.2,10.0,3.23
Nick DiMartino,Felician,CACC,P,Sr.,12.6,62.0,4.15,142.0,7.72,16.9,9.2,1.18
John Downey Jr,Felician,CACC,P,Sr.,24.2,162.0,7.18,82.0,1.52,14.5,13.0,2.81
Gavin Enright,Felician,CACC,P,Jr.,25.6,108.0,3.93,150.0,10.7,21.7,11.0,1.47
Andrew Gendi,Felician,CACC,P,So.,32.2,145.0,4.59,128.0,7.06,18.1,11.0,1.87
Collin Kratzer,Felician,CACC,P,Jr.,24.2,135.0,5.51,107.0,7.42,18.0,10.6,2.57
Sadier Vicioso,Felician,CACC,P,Jr.,83.2,379.0,4.45,132.0,8.45,18.3,9.8,2.14
Jackson Walsh,Felician,CACC,P,So.,18.1,80.0,4.85,121.0,8.26,18.4,10.2,2.66
Max Weber,Felician,CACC,P,Jr.,46.1,212.0,4.19,140.0,9.33,20.3,10.9,1.28
Michael Alfonso,Nova Southeastern,Sunshine State,P,So.,29.2,121.0,4.26,138.0,9.24,18.9,9.7,2.0
Frederico Zapata,Nova Southeastern,Sunshine State,P,Sr.,53.4,236.0,4.37,135.0,8.97,17.0,8.1,2.2
Nate Benning,Minn.-Crookston,NSIC,P,Jr.,54.2,256.0,5.27,112.0,6.27,16.6,10.3,3.07
Kyle Odenbach,Minn.-Crookston,NSIC,P,Sr.,44.1,212.0,4.42,133.0,8.13,18.0,9.9,1.67
Isaac Roers,Minn.-Crookston,NSIC,P,Sr.,30.9,156.0,5.17,114.0,7.96,18.5,10.5,2.72
Isaac Wensloff,Minn.-Crookston,NSIC,P,Sr.,50.6,226.0,4.72,125.0,9.09,17.9,8.8,2.78
Luke Boswell,Trevecca Nazarene,Gulf South,P,Sr.,16.1,88.0,5.58,105.0,5.73,16.8,11.0,2.78
Grant Donkin,Trevecca Nazarene,Gulf South,P,Sr.,10.0,43.0,4.61,128.0,8.3,18.1,9.8,2.24
Logan Harrell,Trevecca Nazarene,Gulf South,P,Jr.,29.9,137.0,4.83,122.0,11.34,20.4,9.0,3.19
Aaron McCoy,Trevecca Nazarene,Gulf South,P,Sr.,15.6,72.0,5.0,118.0,8.24,18.9,10.6,2.62
Jonah Smithson,Trevecca Nazarene,Gulf South,P,Sr.,44.6,213.0,4.77,123.0,10.34,21.5,11.2,2.69
Dawson Sweeney,Trevecca Nazarene,Gulf South,P,So.,21.2,103.0,4.97,118.0,7.31,17.6,10.3,2.45
Ryan Sweeney,Trevecca Nazarene,Gulf South,P,Jr.,27.0,128.0,4.21,140.0,9.85,20.6,10.7,1.56
Spencer Wilkins,Trevecca Nazarene,Gulf South,P,Sr.,76.1,350.0,3.94,149.0,10.5,19.1,8.6,1.52
Evan Bloomer,Lee,Gulf South,P,So.,16.1,73.0,5.17,114.0,8.05,17.6,9.6,3.09
Zachary Lawson,Lee,Gulf South,P,Jr.,26.8,144.0,5.19,113.0,3.79,17.0,13.2,1.5
Coates Massey,Lee,Gulf South,P,Jr.,12.1,59.0,4.65,126.0,6.68,17.9,11.2,1.59
Colt McKibben,Lee,Gulf South,P,Sr.,30.3,136.0,4.65,126.0,7.32,17.7,10.4,1.89
Gage Shaver,Lee,Gulf South,P,So.,39.6,195.0,4.93,119.0,4.34,16.3,12.0,1.53
Dylan Van Meeteren,Lee,Gulf South,P,Jr.,37.2,188.0,5.98,98.0,6.56,17.7,11.2,3.35
Elijah Budiac,Palm Beach Atl.,Sunshine State,P,So.,17.0,87.0,4.89,120.0,7.57,16.9,9.4,2.24
Dane Hall,Palm Beach Atl.,Sunshine State,P,Sr.,71.2,331.0,4.14,142.0,10.15,20.6,10.5,1.39
Derek Langfelder,Palm Beach Atl.,Sunshine State,P,Sr.,61.9,283.0,4.14,142.0,6.46,16.7,10.2,1.25
Zachary Orloff,Palm Beach Atl.,Sunshine State,P,Jr.,12.1,61.0,5.33,110.0,3.89,17.1,13.2,1.95
A.J. Prendergast,Palm Beach Atl.,Sunshine State,P,Sr.,21.7,105.0,4.47,132.0,5.98,18.6,12.6,1.11
Nolan Smoot,Palm Beach Atl.,Sunshine State,P,Sr.,36.8,164.0,3.86,152.0,8.68,17.3,8.6,1.27
Ben Benoit,Ill. Springfield,GLVC,P,Sr.,55.2,268.0,3.66,161.0,9.19,18.2,9.0,0.6
Quinn Hoftender,Ill. Springfield,GLVC,P,Sr.,16.1,75.0,4.95,119.0,6.71,17.6,10.9,2.41
Austin Loberger,Ill. Springfield,GLVC,P,Sr.,15.2,67.0,5.14,114.0,9.14,18.8,9.7,3.12
Brayden Mayer,Ill. Springfield,GLVC,P,Sr.,26.0,127.0,5.08,116.0,6.11,16.9,10.8,2.3
Jack Tobin,Ill. Springfield,GLVC,P,Sr.,13.1,64.0,5.33,110.0,9.26,19.3,10.0,3.18
Colin Goldsmith,King (TN),Conference Carolinas,P,So.,12.1,58.0,4.91,120.0,8.63,18.7,10.0,2.49
Jared Graham,King (TN),Conference Carolinas,P,Sr.,21.0,110.0,5.55,106.0,3.0,16.1,13.1,2.01
Ben Hale,King (TN),Conference Carolinas,P,So.,68.1,310.0,4.38,134.0,6.78,17.4,10.6,1.46
Connor Haynes,King (TN),Conference Carolinas,P,So.,32.0,168.0,6.11,96.0,6.16,16.6,10.5,3.65
Rohde Kirkland,King (TN),Conference Carolinas,P,Jr.,24.4,118.0,4.01,147.0,6.38,16.1,9.7,0.84
Bhraedon Meredith,King (TN),Conference Carolinas,P,So.,11.0,64.0,5.0,118.0,6.35,17.3,11.0,1.68
Justin Smith,King (TN),Conference Carolinas,P,Fr.,16.3,86.0,4.75,124.0,7.73,20.8,13.0,1.36
Jonathan Webster,King (TN),Conference Carolinas,P,Sr.,18.1,87.0,4.87,121.0,7.53,18.4,10.8,2.26
Avery Brown,North Georgia,Peach Belt,P,Jr.,27.1,144.0,5.05,116.0,5.13,16.5,11.3,1.81
Cole Evilsizor,North Georgia,Peach Belt,P,Sr.,29.6,145.0,4.25,138.0,6.91,19.3,12.3,1.1
Matthew Heard,North Georgia,Peach Belt,P,Sr.,59.8,266.0,4.31,136.0,8.48,18.1,9.6,1.86
Robert Hunt,North Georgia,Peach Belt,P,Jr.,24.7,124.0,5.2,113.0,6.38,16.9,10.6,2.61
Ryan Taylor,North Georgia,Peach Belt,P,Sr.,26.2,122.0,4.77,123.0,6.3,16.9,10.6,2.12
Chandler Thiel,North Georgia,Peach Belt,P,So.,17.2,86.0,5.22,113.0,6.97,17.4,10.4,2.6
Kellen Curtis,Newman,Mid-America Intercollegiate,P,Sr.,13.0,72.0,5.49,107.0,6.54,17.8,11.2,2.45
Fran Montanez,Newman,Mid-America Intercollegiate,P,Sr.,23.1,129.0,5.0,118.0,8.18,18.9,10.7,1.84
Caden Poor,Newman,Mid-America Intercollegiate,P,Sr.,16.1,85.0,5.84,101.0,4.9,17.2,12.3,2.82
Drew Aguilar,Cal St. Monterey Bay,CCAA,P,Sr.,20.7,101.0,4.65,126.0,9.76,20.2,10.5,2.07
Giovanni Costello,Cal St. Monterey Bay,CCAA,P,Sr.,34.4,158.0,4.39,134.0,9.66,20.0,10.4,1.7
Daniel Flores,Cal St. Monterey Bay,CCAA,P,Jr.,27.2,139.0,4.85,121.0,5.29,16.1,10.8,1.63
Kyle Giovannoni,Cal St. Monterey Bay,CCAA,P,Sr.,15.1,73.0,4.6,128.0,7.5,18.0,10.5,1.86
Andrew Kotin,Cal St. Monterey Bay,CCAA,P,Sr.,23.2,102.0,4.38,134.0,9.8,19.2,9.4,2.09
Jacob Parks,Cal St. Monterey Bay,CCAA,P,Sr.,12.2,55.0,4.5,131.0,9.35,20.3,11.0,2.08
Xavier Campbell,Claflin,Peach Belt,P,Sr.,56.1,325.0,5.85,101.0,4.21,15.4,11.2,2.17
Olin Evans,Claflin,Peach Belt,P,Jr.,14.1,91.0,7.07,83.0,3.8,15.9,12.1,3.45
Jarin Johnson,Claflin,Peach Belt,P,So.,10.1,83.0,7.2,82.0,3.14,15.8,12.7,2.27
Anthony Mack,Claflin,Peach Belt,P,Jr.,23.4,145.0,5.82,101.0,1.84,13.7,11.8,1.48
Isaiah Mitchell,Claflin,Peach Belt,P,So.,15.0,92.0,6.57,89.0,4.77,16.8,12.0,3.23
Connor Polk,Claflin,Peach Belt,P,So.,11.1,80.0,6.76,87.0,4.39,17.0,12.6,2.66
Trayvon Taylor,Claflin,Peach Belt,P,So.,26.2,151.0,5.92,99.0,4.36,15.9,11.5,2.4
Luke Deschenes,Seton Hill,PSAC,P,Jr.,31.6,144.0,4.19,140.0,8.75,18.1,9.4,1.34
Zach Herb,Seton Hill,PSAC,P,Jr.,35.1,142.0,3.78,156.0,11.05,20.4,9.3,1.48
Luke McCoy,Seton Hill,PSAC,P,Jr.,13.2,62.0,4.52,130.0,9.11,18.8,9.6,2.04
Evan Rossi,Seton Hill,PSAC,P,Sr.,22.9,99.0,4.25,138.0,9.14,18.4,9.2,1.77
Sean Williams,Seton Hill,PSAC,P,So.,13.2,65.0,5.05,116.0,9.3,19.0,9.7,2.81
Christian Zilli,Seton Hill,PSAC,P,Sr.,21.7,90.0,4.26,138.0,9.27,18.9,9.6,1.9
Jacob Burgess,Mary,NSIC,P,So.,26.0,122.0,4.48,131.0,6.88,17.3,10.4,1.69
Lucas Burgum,Mary,NSIC,P,Jr.,12.1,59.0,4.97,118.0,8.68,19.5,10.9,2.65
Ryan Chamberlain,Mary,NSIC,P,Sr.,45.7,216.0,5.45,108.0,8.64,17.7,9.1,3.63
Adam Golby,Mary,NSIC,P,Sr.,17.2,90.0,5.88,100.0,9.28,18.2,9.0,3.8
Sam Hayen,Mary,NSIC,P,Sr.,16.0,74.0,5.05,116.0,6.92,19.3,12.4,2.42
Aiden Johnson,Mary,NSIC,P,Sr.,62.1,278.0,4.43,133.0,8.65,17.1,8.5,1.91
Cole Smith,Mary,NSIC,P,So.,20.0,95.0,5.27,112.0,6.1,17.4,11.3,2.8
Jack Thompson,Mary,NSIC,P,So.,10.2,59.0,5.29,111.0,6.11,16.7,10.6,2.1
Cullen Wilson,Mary,NSIC,P,So.,23.0,115.0,5.37,109.0,6.19,17.6,11.4,2.68
Timmy LaChappa,UT Permian Basin,Lone Star,P,So.,61.2,301.0,4.77,123.0,5.44,17.0,11.6,1.68
Jaden Loggins,UT Permian Basin,Lone Star,P,So.,10.1,73.0,6.31,93.0,4.38,16.6,12.2,2.36
Sebastian Lozoya,UT Permian Basin,Lone Star,P,So.,10.2,62.0,5.31,111.0,6.35,17.2,10.9,2.07
Jackson Markwood,UT Permian Basin,Lone Star,P,So.,12.0,62.0,5.08,116.0,6.35,17.2,10.9,2.07
Damian Robles,UT Permian Basin,Lone Star,P,So.,51.1,260.0,5.17,114.0,4.72,15.4,10.7,2.05
Samuel Skipper,UT Permian Basin,Lone Star,P,So.,12.1,74.0,5.36,110.0,8.04,18.7,10.6,2.35
Mark Chapa,Tex. A&M Int'l,Lone Star,P,Jr.,29.0,144.0,5.77,102.0,5.61,17.7,12.1,3.17
Jose Duran,Tex. A&M Int'l,Lone Star,P,Jr.,35.2,191.0,5.37,109.0,7.21,17.8,10.6,2.44
Christian Garcia,Tex. A&M Int'l,Lone Star,P,Fr.,50.2,251.0,5.17,114.0,7.58,17.6,10.0,2.63
Sota Inden,Tex. A&M Int'l,Lone Star,P,Sr.,16.0,92.0,6.88,85.0,7.16,17.9,10.7,4.28
Angel Larranaga,Tex. A&M Int'l,Lone Star,P,Jr.,12.0,81.0,5.86,100.0,5.98,18.2,12.2,2.31
Dannel Marrero,Tex. A&M Int'l,Lone Star,P,So.,14.2,86.0,5.23,112.0,6.6,17.2,10.6,1.9
AJ Sanchez,Tex. A&M Int'l,Lone Star,P,So.,16.1,89.0,5.59,105.0,5.39,17.3,11.9,2.57
Billy Winans,Tex. A&M Int'l,Lone Star,P,Sr.,21.2,119.0,5.22,113.0,6.79,16.3,9.5,2.38
Charlie Duffy,Flagler,Peach Belt,P,Sr.,12.5,68.0,4.84,121.0,7.59,19.6,12.0,1.79
Keegan Leckband,Flagler,Peach Belt,P,So.,13.0,58.0,4.59,128.0,8.05,18.4,10.4,2.11
Drew Rosenberg,Flagler,Peach Belt,P,Sr.,23.6,104.0,4.42,133.0,6.33,16.8,10.4,1.68
Garrett Wright,Flagler,Peach Belt,P,Jr.,35.4,169.0,4.74,124.0,5.71,16.9,11.2,1.87
Lucas Baggett,AUM,Gulf South,P,Sr.,18.8,89.0,4.62,127.0,4.57,14.9,10.3,1.41
Charlie Bagwell,AUM,Gulf South,P,Sr.,31.1,144.0,4.1,143.0,9.12,18.7,9.6,1.32
Heath Henley,AUM,Gulf South,P,So.,16.0,86.0,6.1,96.0,6.6,17.2,10.6,3.65
Sellers Neuendorf,AUM,Gulf South,P,So.,17.0,91.0,4.75,124.0,6.89,17.2,10.3,1.52
Will Passeau,AUM,Gulf South,P,Sr.,13.0,82.0,5.94,99.0,5.27,18.1,12.8,2.32
Jackson Reed,AUM,Gulf South,P,Sr.,29.1,136.0,5.22,113.0,9.22,20.2,11.0,3.06
Griffin Stewart,AUM,Gulf South,P,Jr.,34.4,170.0,5.37,109.0,7.28,17.7,10.4,2.94
Huston Wynne,AUM,Gulf South,P,Sr.,20.3,94.0,4.24,139.0,4.34,14.9,10.5,0.92
Aden Almeida,Ark.-Fort Smith,Mid-America Intercollegiate,P,Sr.,34.1,177.0,6.07,97.0,4.94,16.6,11.6,3.33
Austin Mitchell,Ark.-Fort Smith,Mid-America Intercollegiate,P,So.,55.9,250.0,4.16,141.0,8.97,17.3,8.4,1.63
Matthew Winters,Ark.-Fort Smith,Mid-America Intercollegiate,P,Sr.,16.0,92.0,7.41,79.0,6.11,16.6,10.5,4.8
Chris Bartholomew,Ohio Dominican,G-MAC,P,Sr.,18.3,105.0,6.16,95.0,1.38,14.2,12.8,2.28
Eric Geddes,Ohio Dominican,G-MAC,P,So.,14.0,72.0,5.49,107.0,7.09,17.0,10.0,3.1
Jared Hoersten,Ohio Dominican,G-MAC,P,So.,29.5,152.0,6.09,97.0,5.12,17.3,12.2,3.45
Gavin Mangus,Ohio Dominican,G-MAC,P,Sr.,33.0,165.0,5.5,107.0,5.63,16.6,10.9,2.72
Andrew Mouch,Ohio Dominican,G-MAC,P,Sr.,20.2,114.0,5.49,107.0,6.26,16.7,10.4,2.44
Jeremy Ramirez,Ohio Dominican,G-MAC,P,Sr.,21.2,122.0,5.57,106.0,5.98,19.0,13.0,2.35
Landon Ringhiser,Ohio Dominican,G-MAC,P,So.,53.2,269.0,4.91,120.0,4.73,15.9,11.2,1.59
Garrett Roach,Ohio Dominican,G-MAC,P,So.,15.0,85.0,5.59,105.0,4.98,17.6,12.6,2.26
Jaxson Stried,Ohio Dominican,G-MAC,P,So.,47.1,227.0,4.7,125.0,7.18,18.7,11.6,1.98
Matt Greiner,William Jewell,GLVC,P,So.,22.1,113.0,5.38,109.0,7.41,17.2,9.8,2.92
Ryan Hunt,William Jewell,GLVC,P,Sr.,21.4,106.0,4.97,118.0,8.58,19.0,10.4,2.54
Cameron Naber,William Jewell,GLVC,P,Sr.,14.0,70.0,6.0,98.0,8.79,18.4,9.6,4.25
Charlie Rambo,William Jewell,GLVC,P,Jr.,59.8,294.0,5.11,115.0,6.73,17.6,10.8,2.45
Nick Taylor,William Jewell,GLVC,P,Sr.,15.8,85.0,6.23,94.0,4.36,16.3,11.9,3.3
Nathaniel Adkins,Cedarville,G-MAC,P,Sr.,23.7,129.0,6.61,89.0,2.38,15.1,12.7,3.19
Coen Ball,Cedarville,G-MAC,P,So.,48.0,221.0,4.47,132.0,7.06,19.4,12.3,1.53
Landon Case,Cedarville,G-MAC,P,So.,23.2,114.0,5.01,117.0,4.58,17.6,13.0,1.73
Ford Duesing,Cedarville,G-MAC,P,Jr.,59.1,280.0,4.74,124.0,6.76,16.6,9.8,1.94
Jordan Geiger,Cedarville,G-MAC,P,Jr.,33.0,164.0,4.95,119.0,6.62,18.4,11.7,2.14
Walker Harris,Cedarville,G-MAC,P,Jr.,20.5,103.0,4.83,122.0,5.78,16.0,10.2,1.6
Jensen Wagoner,Cedarville,G-MAC,P,Sr.,55.4,256.0,4.1,143.0,9.24,17.7,8.5,1.6
Kyle Watson,Cedarville,G-MAC,P,So.,11.0,67.0,5.18,114.0,6.24,17.9,11.6,1.66
Colton Bagshaw,Minot St.,NSIC,P,Sr.,13.8,75.0,5.28,111.0,6.83,17.9,11.1,2.38
Anthony Disantis,Minot St.,NSIC,P,Sr.,31.1,167.0,5.42,108.0,6.93,18.2,11.3,2.33
Conner Meldrim,Minot St.,NSIC,P,Sr.,29.4,148.0,4.4,134.0,10.04,21.3,11.3,1.8
Ayden Sauerbrei,Minot St.,NSIC,P,Sr.,18.2,91.0,4.18,141.0,11.34,21.6,10.3,1.44
Jake Seibert,Minot St.,NSIC,P,Sr.,20.1,106.0,6.29,93.0,5.89,16.3,10.4,3.99
Jacob Thompson,Minot St.,NSIC,P,Jr.,38.3,183.0,5.01,117.0,9.01,18.2,9.2,3.05
Jake Ammann,Sioux Falls,NSIC,P,Sr.,60.7,282.0,4.98,118.0,7.43,18.4,10.9,2.61
Logan Anderson,Sioux Falls,NSIC,P,Sr.,36.5,185.0,5.43,108.0,4.03,15.8,11.8,2.2
Reid Barnard,Sioux Falls,NSIC,P,Jr.,12.0,61.0,4.99,118.0,6.43,17.8,11.4,2.05
Brady Baur,Sioux Falls,NSIC,P,Jr.,41.7,204.0,4.67,126.0,6.62,20.4,13.7,1.69
Johnny Checheris,Sioux Falls,NSIC,P,Jr.,21.1,102.0,5.64,104.0,6.82,17.1,10.3,3.3
Eli Larson,Sioux Falls,NSIC,P,So.,33.1,162.0,5.02,117.0,7.39,16.5,9.1,2.61
Zach Peta,Sioux Falls,NSIC,P,So.,12.2,73.0,5.14,114.0,6.66,17.6,11.0,1.99
Jake Pruchniak,Sioux Falls,NSIC,P,Jr.,28.7,141.0,5.25,112.0,7.64,18.4,10.7,2.88
Myles Rees,Sioux Falls,NSIC,P,Jr.,29.0,122.0,4.33,136.0,7.53,17.2,9.7,1.59
Owen Weadge,Sioux Falls,NSIC,P,Jr.,28.0,132.0,5.29,111.0,6.56,19.1,12.5,2.79
Ayden Hall,Malone,G-MAC,P,Sr.,22.5,119.0,5.4,109.0,3.08,16.0,12.9,1.66
Cole Miller,Malone,G-MAC,P,So.,30.1,149.0,4.57,129.0,7.45,18.8,11.4,1.56
Jackson Phelps,Malone,G-MAC,P,Sr.,50.4,234.0,4.4,134.0,6.58,18.0,11.4,1.38
Nate Plack,Malone,G-MAC,P,Sr.,27.8,137.0,5.26,112.0,4.21,15.0,10.7,2.09
Finn Schmitt,Malone,G-MAC,P,So.,38.0,191.0,4.48,131.0,6.37,18.5,12.2,1.13
Jackson Schwalbach,Malone,G-MAC,P,Sr.,18.0,84.0,4.59,128.0,7.15,16.3,9.1,2.15
Peyton Apps,McKendree,GLVC,P,Sr.,16.2,85.0,6.03,98.0,5.71,18.2,12.5,3.36
Luke Aubuchon,McKendree,GLVC,P,Sr.,16.4,91.0,6.41,92.0,4.98,17.1,12.1,3.39
Cody Bledsoe,McKendree,GLVC,P,Sr.,45.2,225.0,5.68,104.0,5.97,15.3,9.3,3.45
Trey Cole,McKendree,GLVC,P,Jr.,65.4,301.0,5.37,109.0,6.16,16.1,9.9,3.17
Jorden Eaton,McKendree,GLVC,P,Sr.,29.8,142.0,6.48,91.0,5.6,18.2,12.6,4.42
Derek Galdoni,McKendree,GLVC,P,Sr.,17.1,94.0,6.67,88.0,6.06,18.2,12.2,3.9
Hunter MacLeod,McKendree,GLVC,P,Sr.,36.1,182.0,5.58,105.0,7.58,17.2,9.7,3.27
Ben Vaughn,McKendree,GLVC,P,Sr.,24.1,133.0,6.93,85.0,4.47,15.7,11.3,3.96
Beau Alazaus,Walsh,G-MAC,P,So.,13.0,67.0,4.98,118.0,5.83,16.6,10.8,2.04
Ryan Chambers,Walsh,G-MAC,P,Sr.,22.2,107.0,4.44,132.0,8.99,18.7,9.7,2.04
Hunter Hoffman,Walsh,G-MAC,P,So.,26.2,113.0,4.69,125.0,7.3,16.3,9.0,2.38
Michael Niro,Walsh,G-MAC,P,Jr.,26.4,118.0,4.81,122.0,6.02,14.8,8.8,2.33
Nick Petro,Walsh,G-MAC,P,So.,11.1,62.0,5.38,109.0,7.32,17.6,10.3,2.46
Martin Polonkay,Walsh,G-MAC,P,Jr.,38.0,188.0,5.46,108.0,5.75,13.6,7.8,3.03
Brady Rice,Walsh,G-MAC,P,So.,15.2,78.0,4.67,126.0,5.98,17.0,11.1,1.6
Marshall Shepherd,Walsh,G-MAC,P,Sr.,21.8,102.0,4.51,130.0,7.45,18.1,10.7,1.78
Kyle Bender,Azusa Pacific,PacWest,P,Sr.,19.1,112.0,4.77,123.0,5.54,17.7,12.2,1.05
Joey Frey,Azusa Pacific,PacWest,P,Sr.,17.4,78.0,4.0,147.0,8.57,18.5,9.9,1.22
Blake Hagerty,Azusa Pacific,PacWest,P,Sr.,29.1,140.0,6.14,96.0,7.4,17.1,9.7,4.26
Tyler Herges,Azusa Pacific,PacWest,P,Sr.,25.3,125.0,5.92,99.0,4.76,14.9,10.1,3.48
Cameron Kessel,Azusa Pacific,PacWest,P,Sr.,17.2,88.0,5.84,101.0,4.98,15.7,10.7,3.24
Damian Pasillas,Azusa Pacific,PacWest,P,Jr.,23.7,123.0,5.79,102.0,6.96,17.0,10.0,3.09
Casey Spencer,Azusa Pacific,PacWest,P,Sr.,48.0,229.0,4.51,130.0,6.74,17.3,10.6,1.67
Joel Tornero,Azusa Pacific,PacWest,P,Sr.,14.2,85.0,6.02,98.0,4.19,18.8,14.6,2.29
Dalton Alford,Fresno Pacific,PacWest,P,Sr.,39.2,188.0,4.93,119.0,6.12,18.5,12.3,2.16
Matt Bettencourt,Fresno Pacific,PacWest,P,Jr.,16.1,75.0,4.61,128.0,7.07,17.7,10.6,1.92
Joseph Gamber,Fresno Pacific,PacWest,P,Sr.,10.2,60.0,5.62,105.0,3.36,16.1,12.8,2.01
Josh Moreno,Fresno Pacific,PacWest,P,So.,14.2,77.0,5.62,105.0,5.43,15.8,10.4,2.68
Dylan Senneway,Fresno Pacific,PacWest,P,Jr.,15.0,64.0,4.35,135.0,7.5,18.2,10.7,1.55
Jake Turley,Fresno Pacific,PacWest,P,So.,26.0,115.0,4.38,134.0,7.07,17.0,9.9,1.73
Kenny Esposito,Point Loma,PacWest,P,Sr.,11.1,62.0,6.21,95.0,7.63,17.4,9.8,3.84
Devin Norton,Point Loma,PacWest,P,Sr.,45.5,211.0,3.83,154.0,13.91,23.0,9.1,1.48
Tanner Folds,Shorter,Conference Carolinas,P,Sr.,65.5,294.0,4.89,120.0,6.27,16.9,10.6,2.35
Grayson Goss,Shorter,Conference Carolinas,P,Sr.,10.1,45.0,5.07,116.0,7.85,18.6,10.7,2.91
Jacob Ramirez,Shorter,Conference Carolinas,P,Sr.,47.2,232.0,5.52,107.0,6.39,16.9,10.5,3.08
Caleb Eakle,Southern Nazarene,GAC,P,Sr.,16.1,96.0,5.42,108.0,5.7,17.4,11.7,2.15
Christian Garcia,Southern Nazarene,GAC,P,Sr.,50.2,251.0,5.17,114.0,7.58,17.6,10.0,2.63
Jaxon Gless,Southern Nazarene,GAC,P,Sr.,26.0,148.0,6.71,88.0,3.14,15.9,12.7,3.72
Carter Daniel,Union (TN),Gulf South,P,So.,52.0,256.0,5.2,113.0,6.28,17.0,10.7,2.29
Lane Evans,Union (TN),Gulf South,P,Sr.,40.1,212.0,5.61,105.0,2.33,16.0,13.7,1.94
Eli Jackson,Union (TN),Gulf South,P,Sr.,23.2,144.0,6.36,92.0,3.88,16.9,13.0,2.55
Nathan Myers,Union (TN),Gulf South,P,So.,17.2,97.0,5.46,108.0,7.08,16.8,9.7,2.5
Elijah Ramsey,Union (TN),Gulf South,P,Jr.,25.1,119.0,4.84,121.0,5.3,15.6,10.3,1.98
Cole Smith,Union (TN),Gulf South,P,Jr.,20.0,95.0,5.27,112.0,6.1,17.4,11.3,2.8
Noah Toney,Union (TN),Gulf South,P,Sr.,39.6,212.0,6.01,98.0,0.92,14.0,13.1,2.3
Ryan Heishman,Young Harris,Conference Carolinas,P,Sr.,24.2,114.0,4.22,139.0,7.32,18.1,10.8,1.38
Sam Neal,Young Harris,Conference Carolinas,P,So.,28.0,118.0,4.17,141.0,8.86,18.2,9.4,1.71
Austin Ritchie,Young Harris,Conference Carolinas,P,Sr.,80.1,351.0,4.32,136.0,6.82,16.1,9.3,1.82
Kyler Carpenter,Lubbock Christian,Lone Star,P,Sr.,11.2,58.0,4.78,123.0,8.25,17.9,9.7,2.04
Karson Dunn,Lubbock Christian,Lone Star,P,Sr.,42.1,211.0,4.94,119.0,4.04,15.9,11.8,1.68
Ryan Gargett,Lubbock Christian,Lone Star,P,Jr.,37.1,195.0,5.33,110.0,6.46,19.0,12.5,2.11
Dakota McCaskill,Lubbock Christian,Lone Star,P,Sr.,14.1,85.0,5.64,104.0,5.62,17.4,11.8,2.28
Logan Moore,Lubbock Christian,Lone Star,P,Sr.,32.1,149.0,4.6,128.0,7.25,16.9,9.7,1.69
Evan Roach,Lubbock Christian,Lone Star,P,Sr.,51.2,262.0,5.71,103.0,5.54,16.4,10.8,3.1
Elias Herrera,Northwestern Okla.,GAC,P,Sr.,41.1,188.0,5.33,110.0,7.85,17.0,9.2,3.55
Kyle Holzer,Northwestern Okla.,GAC,P,Sr.,21.2,98.0,5.19,113.0,7.96,17.9,9.9,3.14
Will Kates,Northwestern Okla.,GAC,P,Sr.,50.4,222.0,5.05,116.0,6.13,16.0,9.9,2.77
Logan Sandoval,Northwestern Okla.,GAC,P,So.,46.2,213.0,4.79,123.0,7.49,16.9,9.4,2.28
Kaden Spray,Northwestern Okla.,GAC,P,Jr.,38.1,176.0,5.13,115.0,5.54,16.4,10.9,2.55
Evan Ballast,Okla. Christian,Lone Star,P,Sr.,27.2,162.0,7.17,82.0,1.32,16.0,14.7,3.52
Tim Malone,Okla. Christian,Lone Star,P,Sr.,11.2,68.0,5.68,104.0,7.04,17.4,10.4,2.51
Dalin Privett,Okla. Christian,Lone Star,P,So.,23.2,124.0,5.54,106.0,7.04,17.5,10.4,2.91
Cole Abbott,Rogers St.,Mid-America Intercollegiate,P,Sr.,60.2,272.0,5.09,116.0,6.76,16.6,9.9,2.75
