Name,Team,Conference,Position,Class,PA,AVG,OBP,SLG,WOBA,1B,2B,3B,HR,HBP,K%,BB%
Mike Davis,Muskingum,OAC,C,Sr.,42.0,0.23,0.359,0.288,0.351,6.0,2.0,0.0,0.0,2.0,18.8,12.4
Jackson Duchesne,Muskingum,OAC,UT,Sr.,48.0,0.268,0.375,0.39,0.366,8.0,2.0,0.0,1.0,2.0,17.1,9.8
Daelyn Jarman,Muskingum,OAC,OF,So.,26.0,0.227,0.346,0.273,0.374,4.0,1.0,0.0,0.0,1.0,17.4,10.9
Grant Mellerson,Muskingum,OAC,INF,Jr.,143.0,0.288,0.398,0.371,0.374,28.0,5.0,1.0,1.0,5.0,16.8,11.5
Jasper Owens,Muskingum,OAC,OF,So.,119.0,0.294,0.395,0.402,0.385,22.0,6.0,1.0,1.0,4.0,16.4,11.3
Sam Palmieri,Muskingum,OAC,INF,Sr.,186.0,0.311,0.452,0.466,0.427,31.0,10.0,2.0,3.0,14.0,14.3,12.7
Aiden Reis,Muskingum,OAC,OF,Jr.,120.0,0.285,0.392,0.393,0.374,21.0,6.0,1.0,1.0,5.0,16.9,10.6
Conner Thamann,Muskingum,OAC,INF,Jr.,156.0,0.272,0.365,0.353,0.359,29.0,6.0,1.0,1.0,5.0,15.4,9.9
Drew Bolduc,Hobart,Liberty League,INF,Sr.,42.0,0.226,0.354,0.282,0.32,6.0,2.0,0.0,0.0,2.0,24.9,10.7
Jack Byrnes,Hobart,Liberty League,OF,Jr.,98.0,0.256,0.378,0.354,0.349,16.0,3.0,1.0,1.0,5.0,19.8,10.9
Cole Conte,Hobart,Liberty League,INF,Jr.,98.0,0.28,0.398,0.402,0.377,16.0,5.0,1.0,1.0,4.0,15.7,12.0
Jackson Fowle,Hobart,Liberty League,INF,Sr.,29.0,0.246,0.374,0.41,0.362,4.0,1.0,0.0,1.0,1.0,20.5,12.7
Nate Garrett,Hobart,Liberty League,OF,Sr.,72.0,0.241,0.346,0.353,0.334,11.0,2.0,1.0,1.0,3.0,20.1,9.7
Sean Garvin,Hobart,Liberty League,INF,Jr.,150.0,0.263,0.381,0.35,0.36,25.0,6.0,1.0,1.0,5.0,15.7,12.6
Will Jones,Hobart,Liberty League,OF,Sr.,112.0,0.281,0.404,0.346,0.374,21.0,4.0,1.0,0.0,6.0,18.6,11.7
Evan Munuz,Hobart,Liberty League,C,Sr.,44.0,0.272,0.388,0.326,0.37,8.0,2.0,0.0,0.0,2.0,16.5,11.6
Connor O'Neil,Hobart,Liberty League,OF,Jr.,66.0,0.279,0.376,0.331,0.366,13.0,3.0,0.0,0.0,2.0,19.6,10.1
Christian Petry,Hobart,Liberty League,INF,Sr.,156.0,0.269,0.424,0.326,0.39,27.0,5.0,1.0,0.0,14.0,12.1,12.4
Isaiah Pinto,Hobart,Liberty League,INF,Sr.,54.0,0.234,0.333,0.34,0.305,8.0,2.0,0.0,1.0,2.0,26.8,9.1
Connor Schmiedlin,Hobart,Liberty League,OF,Jr.,118.0,0.278,0.382,0.387,0.364,20.0,6.0,1.0,1.0,5.0,15.4,10.1
Josh Bottger,Lycoming,Landmark,UT,Sr.,71.0,0.242,0.338,0.323,0.322,12.0,2.0,0.0,1.0,2.0,18.2,9.7
Landon Evans,Lycoming,Landmark,UT,Sr.,83.0,0.27,0.411,0.389,0.368,13.0,3.0,1.0,1.0,4.0,24.5,14.4
Nick Hoheb,Lycoming,Landmark,C,Sr.,110.0,0.247,0.336,0.319,0.32,18.0,5.0,1.0,0.0,2.0,15.1,9.7
Tyler Iams,Lycoming,Landmark,INF,Jr.,22.0,0.259,0.358,0.31,0.355,4.0,1.0,0.0,0.0,1.0,16.3,10.5
Jack Kelly,Lycoming,Landmark,INF,Sr.,45.0,0.198,0.375,0.226,0.355,6.0,1.0,0.0,0.0,5.0,25.2,10.5
Brody Lindsey,Lycoming,Landmark,INF,Sr.,185.0,0.312,0.405,0.544,0.419,32.0,8.0,1.0,9.0,4.0,12.9,11.1
A.J. Llorente,Lycoming,Landmark,INF,Sr.,173.0,0.318,0.416,0.446,0.4,35.0,8.0,1.0,3.0,5.0,16.2,11.8
Eric MacCluen,Lycoming,Landmark,OF,Jr.,139.0,0.295,0.366,0.431,0.366,27.0,6.0,1.0,3.0,4.0,16.7,6.9
Sean Perkins,Lycoming,Landmark,INF,Jr.,166.0,0.296,0.398,0.458,0.396,28.0,9.0,1.0,4.0,7.0,19.6,10.0
Nick Reeder,Lycoming,Landmark,OF,Sr.,168.0,0.288,0.394,0.386,0.384,31.0,7.0,2.0,1.0,8.0,16.0,10.4
Kaden Shay,Lycoming,Landmark,INF,So.,51.0,0.295,0.392,0.409,0.374,10.0,2.0,0.0,1.0,2.0,17.0,10.7
Tyler Wetzel,Lycoming,Landmark,C,So.,36.0,0.29,0.389,0.452,0.37,6.0,2.0,0.0,1.0,1.0,18.4,10.5
Samuel Almonte,Alfred,Empire 8,OF,So.,24.0,0.25,0.375,0.3,0.377,4.0,1.0,0.0,0.0,1.0,18.8,10.9
Brayden Bedingfield,Alfred,Empire 8,INF,So.,111.0,0.277,0.387,0.383,0.357,19.0,5.0,1.0,1.0,4.0,19.2,12.0
Sam Brocklebank,Alfred,Empire 8,INF,Sr.,72.0,0.279,0.389,0.393,0.371,12.0,4.0,0.0,1.0,3.0,20.9,10.4
Cameron Brought,Alfred,Empire 8,INF,Jr.,85.0,0.242,0.34,0.296,0.332,14.0,4.0,0.0,0.0,2.0,25.1,10.4
Michael Ciardiello,Alfred,Empire 8,C,Sr.,55.0,0.199,0.344,0.243,0.316,7.0,2.0,0.0,0.0,3.0,20.1,13.0
Ashton Colunio,Alfred,Empire 8,OF,Jr.,96.0,0.296,0.406,0.407,0.374,18.0,4.0,1.0,1.0,4.0,15.5,11.4
Anthony Cortez,Alfred,Empire 8,INF,Sr.,44.0,0.239,0.344,0.292,0.316,7.0,2.0,0.0,0.0,1.0,26.2,10.8
Benjamin Croote,Alfred,Empire 8,INF,So.,81.0,0.275,0.383,0.377,0.375,14.0,4.0,0.0,1.0,3.0,20.1,10.9
Angelo DeFilippis,Alfred,Empire 8,OF,Sr.,64.0,0.268,0.359,0.375,0.353,11.0,3.0,0.0,1.0,2.0,17.5,9.9
CJ Elizondo,Alfred,Empire 8,INF,Sr.,26.0,0.213,0.303,0.256,0.321,4.0,1.0,0.0,0.0,1.0,25.3,9.4
Jack Grider,Alfred,Empire 8,INF,So.,95.0,0.28,0.379,0.39,0.355,17.0,4.0,1.0,1.0,3.0,14.4,10.2
Zach Haggerty,Alfred,Empire 8,C,So.,13.0,0.273,0.385,0.364,0.387,2.0,1.0,0.0,0.0,0.0,16.2,12.3
Tyler Mulholland,Alfred,Empire 8,OF,Jr.,63.0,0.22,0.331,0.257,0.333,10.0,2.0,0.0,0.0,3.0,18.0,10.2
Jeff Petrozzini,Alfred,Empire 8,INF,Sr.,104.0,0.245,0.376,0.396,0.353,13.0,5.0,1.0,2.0,6.0,28.5,11.6
Nolan Pridmore,Alfred,Empire 8,INF,Sr.,113.0,0.285,0.399,0.391,0.371,20.0,5.0,1.0,1.0,5.0,10.6,11.5
Zach Russell,Alfred,Empire 8,OF,So.,44.0,0.263,0.364,0.395,0.367,7.0,2.0,0.0,1.0,1.0,18.8,12.3
Will Timpano,Alfred,Empire 8,C,So.,76.0,0.277,0.382,0.369,0.362,14.0,3.0,0.0,1.0,4.0,17.5,8.9
Benjamin Weimer,Alfred,Empire 8,UT,Sr.,65.0,0.254,0.369,0.417,0.383,9.0,3.0,0.0,2.0,2.0,17.8,12.4
Braden Bramlett,Lyon,SLIAC,C,So.,93.0,0.303,0.43,0.421,0.403,17.0,4.0,1.0,1.0,6.0,16.7,11.6
Caleb Collins,Lyon,SLIAC,INF,Jr.,90.0,0.303,0.411,0.355,0.388,19.0,4.0,0.0,0.0,3.0,18.6,12.6
Ashton Compton,Lyon,SLIAC,INF,Jr.,161.0,0.305,0.405,0.393,0.376,33.0,7.0,1.0,1.0,4.0,14.5,11.9
Slade Inman,Lyon,SLIAC,INF,So.,146.0,0.304,0.404,0.4,0.382,29.0,7.0,1.0,1.0,7.0,19.9,9.3
Eli Marcotte,Lyon,SLIAC,C,Jr.,171.0,0.307,0.444,0.511,0.437,27.0,8.0,1.0,6.0,6.0,16.7,16.3
Kooper McCoy,Lyon,SLIAC,C,Sr.,137.0,0.282,0.387,0.419,0.388,22.0,8.0,1.0,2.0,5.0,21.4,11.3
Owen Sanders,Lyon,SLIAC,UT,Jr.,80.0,0.275,0.375,0.362,0.366,15.0,3.0,0.0,1.0,3.0,13.8,10.4
Walker Smith,Lyon,SLIAC,INF,Jr.,85.0,0.254,0.376,0.31,0.358,14.0,4.0,0.0,0.0,3.0,20.0,12.9
Landon Swallow,Lyon,SLIAC,INF,So.,149.0,0.305,0.403,0.453,0.396,27.0,8.0,1.0,3.0,7.0,16.0,9.4
Ben Balducci,Saint Joseph (CT),Great Northeast,OF,Jr.,50.0,0.232,0.339,0.278,0.338,8.0,2.0,0.0,0.0,2.0,20.6,9.8
Chase Belisle,Saint Joseph (CT),Great Northeast,C,Sr.,89.0,0.257,0.349,0.372,0.329,14.0,4.0,1.0,1.0,2.0,15.9,10.2
Tyler Carlstrom,Saint Joseph (CT),Great Northeast,INF,Jr.,156.0,0.275,0.391,0.374,0.361,27.0,6.0,2.0,1.0,11.0,20.5,9.2
Bryan Diehl,Saint Joseph (CT),Great Northeast,INF,So.,14.0,0.25,0.357,0.333,0.371,2.0,1.0,0.0,0.0,0.0,17.1,11.0
JJ Fox,Saint Joseph (CT),Great Northeast,INF,Sr.,174.0,0.307,0.414,0.409,0.389,35.0,7.0,1.0,2.0,5.0,14.0,12.9
Joseph Fritz,Saint Joseph (CT),Great Northeast,OF,Jr.,150.0,0.285,0.381,0.401,0.368,27.0,7.0,1.0,2.0,6.0,18.2,9.2
Joe Gratta,Saint Joseph (CT),Great Northeast,OF,So.,86.0,0.28,0.372,0.4,0.365,15.0,4.0,1.0,1.0,3.0,15.7,9.7
Jack Kane,Saint Joseph (CT),Great Northeast,INF,So.,203.0,0.341,0.419,0.464,0.411,47.0,9.0,2.0,3.0,6.0,12.1,8.6
Jack Kushman,Saint Joseph (CT),Great Northeast,C,So.,103.0,0.273,0.379,0.375,0.357,18.0,4.0,1.0,1.0,3.0,18.3,11.3
Ryan Quinn,Saint Joseph (CT),Great Northeast,OF,Sr.,159.0,0.256,0.359,0.402,0.354,22.0,8.0,3.0,2.0,3.0,19.4,12.0
Ethan Reemsnyder,Saint Joseph (CT),Great Northeast,UT,Sr.,132.0,0.257,0.386,0.358,0.368,21.0,5.0,0.0,2.0,3.0,20.5,15.5
Dom Scalia,Saint Joseph (CT),Great Northeast,OF,Sr.,176.0,0.325,0.42,0.51,0.425,32.0,11.0,1.0,5.0,4.0,19.4,11.8
Lawrence Winslow,Saint Joseph (CT),Great Northeast,UT,Jr.,54.0,0.274,0.367,0.4,0.353,9.0,3.0,0.0,1.0,2.0,22.8,9.2
Ryan Brown,Penn St. Brandywine,United East,INF,Sr.,152.0,0.297,0.394,0.396,0.38,29.0,8.0,1.0,1.0,6.0,12.8,10.0
Mason Coursey,Penn St. Brandywine,United East,INF,So.,24.0,0.25,0.375,0.3,0.381,4.0,1.0,0.0,0.0,1.0,16.6,11.2
Daniel Horowitz,Penn St. Brandywine,United East,INF,Sr.,70.0,0.262,0.357,0.361,0.348,12.0,3.0,0.0,1.0,2.0,18.8,10.1
David Kursman,Penn St. Brandywine,United East,OF,Sr.,92.0,0.305,0.38,0.415,0.356,19.0,4.0,1.0,1.0,3.0,20.4,7.9
Jamey Massung,Penn St. Brandywine,United East,INF,Jr.,43.0,0.27,0.372,0.324,0.375,8.0,2.0,0.0,0.0,2.0,16.8,10.1
Ian Merrin,Penn St. Brandywine,United East,C,Jr.,26.0,0.273,0.385,0.318,0.381,5.0,1.0,0.0,0.0,1.0,15.4,12.2
Brody Oyloe,Penn St. Brandywine,United East,OF,Jr.,28.0,0.25,0.357,0.417,0.375,4.0,1.0,0.0,1.0,1.0,18.8,11.2
Miguel Rodriguez,Penn St. Brandywine,United East,C,So.,56.0,0.292,0.393,0.417,0.374,10.0,3.0,0.0,1.0,2.0,15.7,10.8
Daniel Rohlsen,Penn St. Brandywine,United East,OF,So.,52.0,0.273,0.385,0.386,0.364,9.0,2.0,0.0,1.0,2.0,18.1,10.6
Ivano Romaniello,Penn St. Brandywine,United East,INF,So.,11.0,0.3,0.364,0.4,0.377,2.0,1.0,0.0,0.0,0.0,16.6,11.1
Ryan Snyder,Penn St. Brandywine,United East,INF,Sr.,141.0,0.256,0.383,0.342,0.352,23.0,5.0,1.0,1.0,6.0,18.4,12.4
Tommy Zotollo,Penn St. Brandywine,United East,C,Jr.,34.0,0.276,0.382,0.345,0.385,6.0,2.0,0.0,0.0,1.0,16.6,12.2
Cameron Boardman,Hartford,CNE,C,Sr.,99.0,0.29,0.405,0.387,0.387,17.0,6.0,1.0,0.0,7.0,18.5,8.7
Jackson Ciccone,Hartford,CNE,OF,Sr.,176.0,0.331,0.403,0.47,0.4,38.0,9.0,2.0,3.0,4.0,8.9,8.6
Evin Curtiss,Hartford,CNE,UT,So.,47.0,0.282,0.404,0.41,0.376,8.0,2.0,0.0,1.0,2.0,17.8,12.8
Nico DiGioia,Hartford,CNE,UT,So.,47.0,0.3,0.404,0.425,0.393,9.0,2.0,0.0,1.0,2.0,16.9,10.8
Zaynn Godbee,Hartford,CNE,INF,Jr.,73.0,0.266,0.397,0.366,0.37,12.0,3.0,0.0,1.0,2.0,21.7,15.5
Joe Guglielmino,Hartford,CNE,INF,Jr.,16.0,0.239,0.386,0.319,0.361,2.0,1.0,0.0,0.0,1.0,20.5,13.1
Patrick Joseph,Hartford,CNE,INF,Sr.,95.0,0.321,0.421,0.444,0.398,20.0,4.0,0.0,2.0,4.0,14.4,10.3
Josh Kaplan,Hartford,CNE,INF,Sr.,81.0,0.279,0.359,0.348,0.351,16.0,3.0,1.0,0.0,1.0,15.9,10.5
Ryan Knight,Hartford,CNE,OF,Sr.,144.0,0.309,0.41,0.528,0.414,22.0,10.0,1.0,5.0,5.0,18.8,11.0
Jeremy Mangiameli,Hartford,CNE,INF,Sr.,142.0,0.301,0.409,0.459,0.402,24.0,8.0,1.0,3.0,8.0,15.0,9.9
Alex Popovich,Hartford,CNE,OF,Jr.,107.0,0.315,0.411,0.489,0.417,20.0,5.0,1.0,3.0,3.0,12.4,11.1
JJ Romatzick,Hartford,CNE,INF,Jr.,195.0,0.339,0.421,0.456,0.406,44.0,10.0,2.0,2.0,6.0,14.9,9.3
John Russell,Hartford,CNE,C,Sr.,59.0,0.261,0.374,0.362,0.361,10.0,2.0,0.0,1.0,2.0,20.2,11.7
Ben Schulz,Hartford,CNE,OF,Sr.,27.0,0.261,0.37,0.435,0.385,4.0,1.0,0.0,1.0,1.0,20.0,12.0
Tyler Shannon,Hartford,CNE,INF,Jr.,98.0,0.297,0.376,0.446,0.376,18.0,5.0,1.0,2.0,3.0,18.2,8.5
Peyton West,Hartford,CNE,INF,Jr.,74.0,0.281,0.378,0.421,0.373,13.0,3.0,0.0,2.0,2.0,15.3,11.1
Brady Bell,Neb. Wesleyan,American Rivers,UT,Sr.,172.0,0.284,0.355,0.361,0.349,36.0,5.0,2.0,1.0,3.0,12.0,8.1
Jack Carver,Neb. Wesleyan,American Rivers,C,Jr.,62.0,0.247,0.357,0.342,0.345,10.0,2.0,0.0,1.0,2.0,19.8,10.8
Owen Duckworth,Neb. Wesleyan,American Rivers,UT,Jr.,37.0,0.29,0.405,0.355,0.378,7.0,2.0,0.0,0.0,2.0,16.8,10.8
Rudy Gres,Neb. Wesleyan,American Rivers,INF,Sr.,62.0,0.283,0.387,0.396,0.37,11.0,3.0,0.0,1.0,2.0,16.0,11.6
Brayden Harvey,Neb. Wesleyan,American Rivers,OF,Jr.,22.0,0.268,0.369,0.321,0.366,4.0,1.0,0.0,0.0,1.0,15.6,11.0
Easton Johnson,Neb. Wesleyan,American Rivers,INF,Sr.,195.0,0.308,0.39,0.477,0.4,36.0,10.0,2.0,5.0,5.0,18.3,9.4
Duncan Ortega,Neb. Wesleyan,American Rivers,UT,Sr.,132.0,0.276,0.363,0.431,0.376,21.0,7.0,1.0,3.0,3.0,17.4,10.2
Jake Shedarowich,Neb. Wesleyan,American Rivers,C,Sr.,79.0,0.279,0.38,0.412,0.379,13.0,4.0,1.0,1.0,4.0,18.9,9.2
Benoit Beaudoin,New England Col.,Great Northeast,UT,So.,61.0,0.245,0.344,0.34,0.342,10.0,2.0,0.0,1.0,2.0,20.7,9.2
Nick Becker,New England Col.,Great Northeast,INF,Jr.,26.0,0.271,0.383,0.317,0.358,5.0,1.0,0.0,0.0,1.0,18.8,10.6
Ryan Cote,New England Col.,Great Northeast,OF,Sr.,85.0,0.25,0.364,0.361,0.35,12.0,5.0,0.0,1.0,3.0,24.6,12.3
Kaeden Elmer,New England Col.,Great Northeast,INF,So.,32.0,0.25,0.344,0.286,0.368,6.0,1.0,0.0,0.0,1.0,17.4,10.7
Tyler Fenton,New England Col.,Great Northeast,INF,Sr.,36.0,0.219,0.306,0.282,0.315,5.0,2.0,0.0,0.0,1.0,25.2,7.9
Nick Hernandez,New England Col.,Great Northeast,INF,Sr.,12.0,0.273,0.333,0.364,0.388,2.0,1.0,0.0,0.0,0.0,17.2,10.7
Harold Martinez,New England Col.,Great Northeast,OF,Sr.,66.0,0.221,0.362,0.276,0.326,9.0,3.0,0.0,0.0,4.0,20.5,11.8
Mike Monteforte,New England Col.,Great Northeast,C,Jr.,45.0,0.264,0.379,0.317,0.365,8.0,2.0,0.0,0.0,2.0,19.1,11.5
Isaias Nuño,New England Col.,Great Northeast,UT,Sr.,40.0,0.265,0.375,0.324,0.37,7.0,2.0,0.0,0.0,2.0,19.1,11.2
Chase O'Brien,New England Col.,Great Northeast,UT,So.,17.0,0.286,0.412,0.357,0.367,3.0,1.0,0.0,0.0,1.0,17.9,10.5
Jaken Pellerin,New England Col.,Great Northeast,INF,So.,133.0,0.31,0.398,0.474,0.405,24.0,8.0,1.0,3.0,4.0,14.9,9.6
Brady Philibotte,New England Col.,Great Northeast,INF,Sr.,87.0,0.325,0.426,0.46,0.427,16.0,7.0,0.0,1.0,4.0,15.8,10.0
Jackson Round,New England Col.,Great Northeast,C,Sr.,50.0,0.25,0.34,0.364,0.348,8.0,2.0,0.0,1.0,1.0,22.7,10.6
David Spigel,New England Col.,Great Northeast,INF,Sr.,28.0,0.254,0.361,0.296,0.343,5.0,1.0,0.0,0.0,1.0,22.3,10.1
Noah Winship,New England Col.,Great Northeast,OF,Sr.,11.0,0.198,0.27,0.198,0.36,2.0,0.0,0.0,0.0,0.0,19.4,11.7
Fabian Apicella,SUNY New Paltz,SUNYAC,UT,Sr.,160.0,0.343,0.438,0.424,0.407,39.0,6.0,1.0,1.0,2.0,16.6,13.2
Nico Batkay,SUNY New Paltz,SUNYAC,UT,Sr.,13.0,0.34,0.391,0.425,0.384,3.0,1.0,0.0,0.0,0.0,16.4,9.9
Garrett Grathwohl,SUNY New Paltz,SUNYAC,UT,Sr.,44.0,0.27,0.386,0.404,0.381,7.0,2.0,0.0,1.0,1.0,21.7,12.6
Robert Gregory,SUNY New Paltz,SUNYAC,UT,Sr.,22.0,0.335,0.457,0.559,0.389,4.0,1.0,0.0,1.0,1.0,19.1,12.5
Wallace Kirkpatrick,SUNY New Paltz,SUNYAC,C,Jr.,103.0,0.292,0.41,0.421,0.401,18.0,5.0,0.0,2.0,3.0,17.9,13.8
Ryan Muskopf,SUNY New Paltz,SUNYAC,OF,So.,76.0,0.27,0.395,0.365,0.383,13.0,3.0,0.0,1.0,3.0,18.0,12.6
Scott Northrop,SUNY New Paltz,SUNYAC,OF,So.,51.0,0.256,0.373,0.303,0.365,9.0,2.0,0.0,0.0,2.0,14.2,11.4
Tommy Poggi,SUNY New Paltz,SUNYAC,INF,Jr.,37.0,0.25,0.351,0.312,0.356,6.0,2.0,0.0,0.0,1.0,15.2,9.7
Joe Richetti,SUNY New Paltz,SUNYAC,OF,Jr.,105.0,0.286,0.381,0.407,0.387,19.0,5.0,0.0,2.0,3.0,17.9,10.1
Matt Sarni,SUNY New Paltz,SUNYAC,UT,Sr.,122.0,0.298,0.384,0.373,0.376,26.0,5.0,0.0,1.0,4.0,11.4,9.1
Alex Bardi,SUNY Maritime,Skyline,INF,Sr.,169.0,0.334,0.444,0.547,0.451,30.0,10.0,1.0,6.0,7.0,11.2,12.4
John Carollo,SUNY Maritime,Skyline,C,Jr.,59.0,0.26,0.373,0.38,0.353,9.0,3.0,0.0,1.0,2.0,15.8,11.4
Blake Gnepper,SUNY Maritime,Skyline,C,Sr.,14.0,0.257,0.366,0.343,0.356,2.0,1.0,0.0,0.0,0.0,17.1,11.9
Joey Goodman,SUNY Maritime,Skyline,OF,So.,99.0,0.282,0.384,0.424,0.379,17.0,4.0,1.0,2.0,3.0,20.2,11.4
David Granucci,SUNY Maritime,Skyline,INF,So.,117.0,0.31,0.41,0.44,0.402,23.0,5.0,1.0,2.0,4.0,15.3,10.9
Alex Guzman,SUNY Maritime,Skyline,INF,So.,26.0,0.227,0.346,0.273,0.373,4.0,1.0,0.0,0.0,1.0,16.5,12.4
Harry Leipold,SUNY Maritime,Skyline,OF,Jr.,146.0,0.296,0.412,0.518,0.416,21.0,8.0,2.0,5.0,4.0,21.2,13.9
Chris Picarella,SUNY Maritime,Skyline,INF,Sr.,99.0,0.262,0.374,0.369,0.356,16.0,4.0,1.0,1.0,3.0,15.0,12.6
Randy Ventura,SUNY Maritime,Skyline,INF,Sr.,111.0,0.284,0.387,0.368,0.371,21.0,5.0,0.0,1.0,2.0,9.2,12.4
Owen Weber,SUNY Maritime,Skyline,INF,Jr.,178.0,0.299,0.382,0.465,0.402,32.0,9.0,1.0,5.0,6.0,15.5,8.4
Daniel Argenziano,NYU,UAA,INF,Jr.,10.0,0.222,0.3,0.222,0.375,2.0,0.0,0.0,0.0,0.0,17.5,10.8
Harrison Blueweiss,NYU,UAA,OF,Sr.,139.0,0.282,0.395,0.418,0.368,22.0,8.0,1.0,2.0,6.0,14.8,11.4
Matt Dahl,NYU,UAA,OF,Jr.,116.0,0.288,0.362,0.384,0.364,23.0,5.0,1.0,1.0,3.0,18.4,8.0
Aidan Howlader,NYU,UAA,OF,So.,27.0,0.304,0.407,0.478,0.379,5.0,1.0,0.0,1.0,1.0,16.1,10.5
Jack Kelman,NYU,UAA,C,Jr.,52.0,0.243,0.345,0.287,0.354,9.0,2.0,0.0,0.0,1.0,18.6,12.0
Kosta Mocklis,NYU,UAA,OF,Sr.,100.0,0.302,0.421,0.483,0.406,17.0,4.0,1.0,3.0,5.0,22.3,12.3
Max Oliviera,NYU,UAA,C,Sr.,104.0,0.301,0.422,0.463,0.415,17.0,6.0,1.0,2.0,7.0,17.7,11.0
Jake Brenner,CCNY,CUNYAC,INF,Jr.,103.0,0.311,0.418,0.403,0.398,21.0,5.0,0.0,1.0,3.0,16.7,12.2
Rich Cirigliano,CCNY,CUNYAC,UT,Sr.,111.0,0.297,0.404,0.508,0.397,16.0,7.0,2.0,3.0,3.0,21.8,12.3
Gerard Molinaro,CCNY,CUNYAC,INF,So.,51.0,0.295,0.392,0.409,0.382,10.0,2.0,0.0,1.0,2.0,17.9,10.4
Eric Rank,CCNY,CUNYAC,INF,Sr.,72.0,0.267,0.348,0.314,0.346,14.0,3.0,0.0,0.0,2.0,19.9,8.4
Jason Roser,CCNY,CUNYAC,INF,So.,51.0,0.279,0.392,0.395,0.381,9.0,2.0,0.0,1.0,2.0,17.9,11.5
Colin Souther,CCNY,CUNYAC,C,Jr.,107.0,0.276,0.391,0.365,0.381,19.0,5.0,0.0,1.0,4.0,18.5,12.3
John Spallin,CCNY,CUNYAC,UT,Sr.,158.0,0.302,0.412,0.475,0.402,25.0,10.0,2.0,3.0,7.0,21.0,11.7
Demetri Zirogiannis,CCNY,CUNYAC,OF,So.,120.0,0.304,0.408,0.471,0.404,21.0,6.0,1.0,3.0,5.0,16.6,10.8
Liam Flynn,Nichols,CNE,C,Sr.,129.0,0.297,0.411,0.519,0.405,19.0,7.0,1.0,5.0,4.0,19.4,12.9
Julian Galvan,Nichols,CNE,INF,Sr.,178.0,0.327,0.421,0.418,0.399,39.0,9.0,1.0,1.0,5.0,13.5,11.0
Anthony Hackert,Nichols,CNE,INF,Jr.,165.0,0.303,0.4,0.387,0.373,34.0,7.0,1.0,1.0,6.0,13.9,10.0
Collin Harty,Nichols,CNE,INF,So.,148.0,0.299,0.399,0.48,0.391,24.0,9.0,1.0,4.0,4.0,18.9,11.7
Ryan Keating,Nichols,CNE,OF,So.,124.0,0.289,0.386,0.382,0.362,24.0,5.0,1.0,1.0,4.0,15.1,10.7
Sean McGee,Nichols,CNE,INF,So.,34.0,0.276,0.382,0.345,0.364,6.0,2.0,0.0,0.0,1.0,17.9,10.9
Adan Pivacek,Nichols,CNE,INF,Jr.,120.0,0.282,0.383,0.417,0.367,20.0,6.0,1.0,2.0,7.0,17.1,8.3
Josh Bissaillon,MCLA,MASCAC,INF,Sr.,109.0,0.272,0.386,0.392,0.376,18.0,5.0,0.0,2.0,5.0,13.7,10.7
Henry Blake,MCLA,MASCAC,C,Jr.,29.0,0.24,0.345,0.28,0.349,5.0,1.0,0.0,0.0,1.0,16.2,10.9
George Feliz,MCLA,MASCAC,INF,Jr.,15.0,0.245,0.394,0.327,0.36,2.0,1.0,0.0,0.0,1.0,19.9,11.6
Benjamin Jacob,MCLA,MASCAC,OF,So.,144.0,0.279,0.389,0.369,0.368,26.0,6.0,1.0,1.0,4.0,16.2,12.3
Jacob Olson,MCLA,MASCAC,INF,Jr.,30.0,0.231,0.333,0.269,0.37,5.0,1.0,0.0,0.0,1.0,18.2,11.1
Dariel Rodriguez,MCLA,MASCAC,INF,Jr.,22.0,0.257,0.356,0.309,0.366,4.0,1.0,0.0,0.0,1.0,20.7,9.2
Joe Sardo,MCLA,MASCAC,UT,Jr.,53.0,0.243,0.357,0.287,0.336,9.0,2.0,0.0,0.0,2.0,16.0,10.4
Chris Vargas,MCLA,MASCAC,INF,Sr.,116.0,0.241,0.346,0.421,0.345,15.0,4.0,1.0,4.0,7.0,24.8,8.1
Roshan Warriar,MCLA,MASCAC,INF,So.,128.0,0.282,0.383,0.373,0.369,24.0,5.0,1.0,1.0,4.0,14.9,11.1
Caleb Welcome,MCLA,MASCAC,C,So.,35.0,0.258,0.343,0.323,0.359,6.0,2.0,0.0,0.0,1.0,17.8,10.0
Marlon Bowen,N.C. Wesleyan,USA South,OF,Sr.,72.0,0.258,0.361,0.387,0.35,11.0,3.0,1.0,1.0,2.0,20.9,10.4
Kyle Brazeu,N.C. Wesleyan,USA South,INF,So.,23.0,0.263,0.391,0.316,0.371,4.0,1.0,0.0,0.0,1.0,16.6,11.3
Caleb Elias,N.C. Wesleyan,USA South,INF,Sr.,71.0,0.239,0.368,0.341,0.358,10.0,3.0,0.0,1.0,2.0,21.2,14.1
Jackson Ellyson,N.C. Wesleyan,USA South,OF,Jr.,96.0,0.315,0.408,0.423,0.367,20.0,4.0,1.0,1.0,3.0,16.1,10.0
Conner Ferebee,N.C. Wesleyan,USA South,INF,So.,22.0,0.263,0.364,0.316,0.368,4.0,1.0,0.0,0.0,1.0,17.3,10.7
Travis Gamache,N.C. Wesleyan,USA South,OF,Sr.,42.0,0.25,0.357,0.306,0.355,7.0,2.0,0.0,0.0,2.0,18.9,10.5
Banks Hartman,N.C. Wesleyan,USA South,UT,Jr.,153.0,0.291,0.426,0.38,0.389,28.0,6.0,1.0,1.0,10.0,10.5,12.2
