Name,Team,Conference,Position,Class,IP,BF,ERA,FIP+,K%-BB%,K%,BB%,HR%
Mason Smith,Dartmouth,Ivy League,P,Fr.,61.0,286.0,4.76,124.0,9.26,20.5,11.3,2.42
Jason Ban,Davidson,Atlantic 10,P,Jr.,23.4,120.0,5.44,108.0,7.46,19.6,12.1,2.72
Cooper Cavanaugh,Davidson,Atlantic 10,P,Jr.,32.6,146.0,4.45,132.0,12.5,24.1,11.6,2.62
Brycen Champey,Davidson,Atlantic 10,P,Sr.,37.6,203.0,6.84,86.0,2.94,16.1,13.1,3.69
Ed Hall,Davidson,Atlantic 10,P,Sr.,33.5,175.0,5.93,99.0,6.33,21.0,14.6,2.87
Matt Hamilton,Davidson,Atlantic 10,P,So.,37.7,173.0,4.93,119.0,11.12,20.7,9.6,3.23
Henry Hultquist,Davidson,Atlantic 10,P,Jr.,13.0,75.0,5.92,99.0,6.27,20.0,13.7,2.67
Adam Katz,Davidson,Atlantic 10,P,Jr.,19.8,95.0,4.88,120.0,7.32,18.4,11.0,2.22
Will Marenghi,Davidson,Atlantic 10,P,So.,11.2,65.0,5.35,110.0,8.9,19.5,10.6,2.65
Wilson Perkins,Davidson,Atlantic 10,P,Sr.,83.5,381.0,4.48,131.0,11.64,19.9,8.2,2.69
Daniel Smith,Davidson,Atlantic 10,P,So.,14.2,98.0,5.99,98.0,8.73,19.4,10.7,2.81
Jacob Vokal,Davidson,Atlantic 10,P,So.,37.2,183.0,5.15,114.0,8.34,19.1,10.8,2.76
Simon Yochum,Davidson,Atlantic 10,P,So.,34.0,161.0,4.85,121.0,8.68,19.5,10.9,2.18
David Cox,Dayton,Atlantic 10,P,So.,16.1,89.0,5.57,106.0,6.06,17.9,11.8,2.55
James Heller,Dayton,Atlantic 10,P,So.,35.0,177.0,4.95,119.0,8.02,18.5,10.4,2.26
Jackson Judy,Dayton,Atlantic 10,P,Sr.,29.1,157.0,5.26,112.0,7.66,18.7,11.0,2.23
Peyton Malecha,Dayton,Atlantic 10,P,Sr.,39.2,203.0,5.62,105.0,5.62,17.2,11.6,2.89
Lukasz Rondeau,Dayton,Atlantic 10,P,So.,27.2,127.0,4.67,126.0,10.49,21.0,10.5,2.56
Carson Samuels,Dayton,Atlantic 10,P,So.,30.2,156.0,4.89,120.0,7.81,18.4,10.6,2.2
Justin Batts,Delaware St.,NEC,P,So.,18.2,92.0,5.44,108.0,9.63,19.2,9.6,3.41
Carter Boyd,Delaware St.,NEC,P,So.,17.2,95.0,5.34,110.0,7.25,19.2,12.0,2.35
Drew Brady,Delaware St.,NEC,P,Jr.,12.2,102.0,7.75,76.0,2.39,17.4,15.0,2.33
Eddie Del Valle,Delaware St.,NEC,P,Jr.,37.5,206.0,5.67,104.0,3.86,18.8,14.9,2.3
Ethan Johnson,Delaware St.,NEC,P,So.,32.2,220.0,7.13,82.0,2.62,16.1,13.4,3.0
Michael Lane,Delaware St.,NEC,P,Jr.,33.8,159.0,4.55,129.0,10.03,22.7,12.7,2.09
Ryan Mejia,Delaware St.,NEC,P,Jr.,20.1,144.0,7.22,81.0,1.79,16.9,15.1,2.64
Chase Snavely,Delaware St.,NEC,P,So.,16.1,99.0,5.67,104.0,7.17,19.1,12.0,2.37
Jeremy Vest,Delaware St.,NEC,P,So.,37.1,207.0,5.15,114.0,8.18,19.0,10.9,2.3
Nathan Vidmar,Delaware St.,NEC,P,Sr.,47.7,263.0,5.48,107.0,6.38,17.4,11.0,2.39
Dylan Bryan,Delaware,CUSA,P,Jr.,20.1,92.0,4.97,118.0,11.45,22.1,10.6,3.21
Andrew Callaway,Delaware,CUSA,P,Jr.,29.2,143.0,5.02,117.0,8.32,19.8,11.5,2.64
Elias Conway,Delaware,CUSA,P,Jr.,28.4,131.0,4.87,121.0,8.28,20.6,12.3,2.36
Tim Hartman,Delaware,CUSA,P,Sr.,30.2,144.0,5.15,114.0,9.2,19.9,10.7,3.01
Evan Lewis,Delaware,CUSA,P,Sr.,21.0,110.0,5.32,111.0,7.78,18.4,10.6,2.41
Doug Marose,Delaware,CUSA,P,Sr.,38.4,171.0,4.86,121.0,9.19,17.2,8.0,2.97
Ryan McLaughlin,Delaware,CUSA,P,Jr.,28.6,148.0,5.09,116.0,5.15,18.4,13.2,1.78
Ben Moyzan,Delaware,CUSA,P,Jr.,23.1,116.0,5.36,110.0,9.11,19.4,10.3,3.25
Jake Pollaro,Delaware,CUSA,P,So.,27.2,130.0,4.75,124.0,9.63,20.9,11.2,2.41
Jonah Richardson,Delaware,CUSA,P,So.,27.2,137.0,5.04,117.0,8.02,19.3,11.3,2.39
Ethan Shaub,Delaware,CUSA,P,Sr.,42.5,204.0,5.1,115.0,5.97,16.9,10.9,2.32
Gabe Beschloss,East Carolina,American,P,So.,11.0,63.0,5.3,111.0,9.85,20.6,10.8,2.81
Frank Ciccone,East Carolina,American,P,Sr.,37.6,176.0,4.97,118.0,9.02,19.8,10.8,2.61
Jackson DiLorenzo,East Carolina,American,P,Jr.,22.9,111.0,5.17,114.0,8.7,21.0,12.3,2.85
Sean Jenkins,East Carolina,American,P,So.,70.1,310.0,4.9,120.0,9.69,18.7,9.0,3.25
Nick Moran,East Carolina,American,P,Sr.,40.5,191.0,5.05,116.0,9.59,19.4,9.8,2.93
Ethan Norby,East Carolina,American,P,Jr.,76.3,321.0,4.24,139.0,15.62,24.7,9.1,2.99
Gavin Van Kempen,East Carolina,American,P,Sr.,32.3,147.0,4.96,119.0,9.91,21.5,11.6,2.96
Colby Wallace,East Carolina,American,P,Jr.,12.2,60.0,5.09,116.0,9.4,19.9,10.5,2.86
Joseph Webb,East Carolina,American,P,Sr.,46.1,191.0,4.11,143.0,12.17,22.7,10.5,1.93
Colin Eaton,ETSU,SoCon,P,Sr.,19.2,93.0,5.07,116.0,11.0,21.4,10.4,3.26
Michael Harpster,ETSU,SoCon,P,Jr.,70.6,309.0,4.62,127.0,12.19,20.8,8.6,2.88
Jace Hyde,ETSU,SoCon,P,Jr.,69.0,302.0,4.72,125.0,12.32,21.4,9.0,2.99
Derek McCarley,ETSU,SoCon,P,Sr.,34.9,159.0,4.8,123.0,12.77,23.8,11.0,3.15
Carter Oliff,ETSU,SoCon,P,Sr.,12.1,59.0,4.95,119.0,8.77,20.7,12.0,2.48
Dalton Boruff,Eastern Ill.,OVC,P,Sr.,55.2,254.0,5.12,115.0,7.2,17.9,10.7,2.97
Tyler Conklin,Eastern Ill.,OVC,P,Sr.,51.5,225.0,4.42,133.0,9.21,18.1,8.9,2.44
Zach Dohrmann,Eastern Ill.,OVC,P,Sr.,22.1,114.0,5.22,113.0,7.56,19.2,11.6,2.61
A.J. Hiestand,Eastern Ill.,OVC,P,Sr.,16.1,85.0,4.76,124.0,9.95,19.6,9.6,2.35
Nate Marshall,Eastern Ill.,OVC,P,Sr.,29.2,128.0,4.5,131.0,9.18,18.8,9.6,2.35
Bryce Riggs,Eastern Ill.,OVC,P,Jr.,51.0,230.0,4.82,122.0,9.98,20.2,10.2,3.04
Anthony Solis,Eastern Ill.,OVC,P,Jr.,47.4,225.0,5.19,113.0,7.33,17.7,10.4,3.01
Mitchell Berger,Eastern Ky.,ASUN,P,So.,12.1,68.0,5.23,112.0,9.41,20.6,11.2,2.63
Hayden Collins,Eastern Ky.,ASUN,P,Sr.,27.2,123.0,5.66,104.0,6.38,17.4,11.0,3.71
Gavin Faulkner,Eastern Ky.,ASUN,P,Sr.,12.1,64.0,4.95,119.0,7.87,21.3,13.5,1.98
Bradley Gagen,Eastern Ky.,ASUN,P,Jr.,42.1,225.0,5.61,105.0,6.23,17.3,11.1,2.62
Griffin Howell,Eastern Ky.,ASUN,P,Jr.,12.0,65.0,5.08,116.0,8.6,19.4,10.8,2.3
Cade Schneider,Eastern Ky.,ASUN,P,Sr.,12.1,67.0,5.66,104.0,6.22,18.9,12.7,2.65
Jack Smith,Eastern Ky.,ASUN,P,So.,16.4,92.0,6.33,93.0,4.66,18.0,13.3,3.2
Addison Stockham,Eastern Ky.,ASUN,P,Jr.,15.0,85.0,5.94,99.0,6.53,18.7,12.2,3.08
Carson van Haaren,Eastern Ky.,ASUN,P,So.,47.2,238.0,5.28,111.0,6.56,18.6,12.0,2.46
Tristan Crane,Eastern Mich.,MAC,P,So.,30.2,150.0,5.08,116.0,7.62,17.7,10.1,2.48
Ethan Davis,Eastern Mich.,MAC,P,Sr.,35.3,179.0,5.88,100.0,2.52,14.2,11.6,2.73
Cole Egan,Eastern Mich.,MAC,P,Jr.,19.2,107.0,5.24,112.0,8.91,19.8,10.9,2.47
Emmett Gillies,Eastern Mich.,MAC,P,Sr.,30.6,148.0,5.63,104.0,5.05,17.3,12.2,3.04
Fischer Hendershot,Eastern Mich.,MAC,P,So.,19.2,114.0,5.44,108.0,7.98,19.2,11.2,2.32
Nick Keane,Eastern Mich.,MAC,P,Sr.,22.1,103.0,4.85,121.0,8.24,21.7,13.4,2.27
Landon Mueller,Eastern Mich.,MAC,P,Sr.,11.2,65.0,5.29,111.0,9.32,20.4,11.1,2.45
Drew Norris,Eastern Mich.,MAC,P,Sr.,25.2,127.0,5.14,114.0,6.25,18.6,12.4,2.35
Michael Pfeiffer,Eastern Mich.,MAC,P,Sr.,31.2,169.0,5.34,110.0,6.64,19.9,13.3,2.18
Ethan Rowland,Eastern Mich.,MAC,P,Sr.,10.1,52.0,4.94,119.0,9.26,19.4,10.2,2.52
Cal Rutherford,Eastern Mich.,MAC,P,So.,11.1,56.0,5.22,113.0,9.29,19.9,10.6,2.99
Carter White,Eastern Mich.,MAC,P,Jr.,57.2,249.0,4.53,130.0,8.7,19.3,10.6,2.19
Ben Alekson,Fairfield,MAAC,P,Jr.,78.1,332.0,4.05,145.0,11.93,20.4,8.4,2.08
Joseph Chambers,Fairfield,MAAC,P,Sr.,22.8,115.0,5.23,112.0,7.27,19.4,12.1,2.68
Matthew Grabmann,Fairfield,MAAC,P,Jr.,49.3,223.0,5.35,110.0,5.2,17.1,11.9,2.66
Hunter Hoxie,Fairfield,MAAC,P,So.,12.2,59.0,4.84,121.0,9.81,21.0,11.2,2.52
Kevin Kell,Fairfield,MAAC,P,Sr.,24.7,113.0,4.63,127.0,12.13,22.4,10.3,2.5
Jake Memoli,Fairfield,MAAC,P,Sr.,21.0,100.0,5.11,115.0,9.2,19.7,10.5,2.9
Brendon Miller,Fairfield,MAAC,P,So.,20.2,108.0,5.46,108.0,7.37,19.0,11.6,2.77
Jimmy Mulvaney,Fairfield,MAAC,P,Jr.,18.0,81.0,4.56,129.0,9.66,20.3,10.6,2.24
Jack Sheldon,Fairfield,MAAC,P,So.,32.1,163.0,5.44,108.0,6.92,18.0,11.1,2.96
Will Youngman,Fairfield,MAAC,P,Sr.,14.0,65.0,4.95,119.0,8.84,20.4,11.5,2.67
Joe Barbarino,FDU,NEC,P,So.,19.1,109.0,5.74,102.0,7.06,18.2,11.1,2.91
Jeremy Cheeseman,FDU,NEC,P,Sr.,29.2,154.0,5.55,106.0,6.16,19.1,13.0,2.36
Mason Hebert,FDU,NEC,P,So.,17.2,91.0,5.09,116.0,8.0,18.4,10.4,2.4
Logan Magdits,FDU,NEC,P,Sr.,36.0,184.0,5.08,116.0,6.2,17.2,11.0,2.29
Chris Mattioli,FDU,NEC,P,Sr.,30.9,151.0,5.81,101.0,4.31,16.0,11.7,2.95
Cooper Montelbano,FDU,NEC,P,Jr.,50.1,241.0,5.08,116.0,6.59,17.8,11.3,2.43
Nick Noble,FDU,NEC,P,Sr.,28.7,148.0,5.5,107.0,7.32,19.0,11.7,2.89
Jay Campbell,Florida A&M,SWAC,P,So.,31.1,148.0,5.13,115.0,8.41,18.7,10.3,2.89
Carson Kelly,Florida A&M,SWAC,P,Jr.,52.2,237.0,4.75,124.0,9.42,19.9,10.5,2.32
Brent Sims,Florida A&M,SWAC,P,Jr.,10.1,51.0,4.98,118.0,8.64,19.3,10.7,2.54
Garrett Workman,Florida A&M,SWAC,P,So.,86.0,367.0,4.22,139.0,10.22,19.8,9.5,2.03
Ryan Young,Florida A&M,SWAC,P,So.,25.2,116.0,4.9,120.0,8.4,18.9,10.5,2.46
Joey Abbazia,Fla. Atlantic,American,P,So.,18.1,86.0,4.88,120.0,8.75,20.5,11.7,2.42
Kide Adetuyi,Fla. Atlantic,American,P,Jr.,15.0,74.0,4.82,122.0,9.15,20.2,11.0,2.44
Ryan Buckler,Fla. Atlantic,American,P,Jr.,14.2,74.0,5.13,115.0,8.89,19.7,10.8,2.79
Zach Kilby,Fla. Atlantic,American,P,Sr.,53.1,243.0,5.04,117.0,7.73,18.7,10.9,2.86
Carson Kimball,Fla. Atlantic,American,P,Fr.,28.2,134.0,4.91,120.0,9.63,21.3,11.6,2.53
James Litman,Fla. Atlantic,American,P,So.,60.2,258.0,4.45,132.0,10.24,19.8,9.6,2.52
Tyler Murphy,Fla. Atlantic,American,P,Sr.,52.5,243.0,4.82,122.0,9.65,19.3,9.7,2.68
Nick Wimberly,Fla. Atlantic,American,P,So.,18.0,82.0,4.59,128.0,9.81,21.3,11.5,2.29
Reilly Witmer,Fla. Atlantic,American,P,Jr.,11.2,61.0,5.28,111.0,8.5,19.8,11.3,2.67
George Adams,FIU,CUSA,P,So.,40.1,191.0,5.28,111.0,10.43,21.2,10.8,3.49
Tracen Cameron,FIU,CUSA,P,So.,35.2,172.0,5.2,113.0,9.73,20.6,10.8,3.06
Braden Consaul,FIU,CUSA,P,Sr.,29.4,132.0,5.36,110.0,8.03,20.1,12.1,3.36
Matthew DelVecchio,FIU,CUSA,P,Sr.,82.0,380.0,4.93,119.0,4.92,14.8,9.9,2.1
Quin McManmon,FIU,CUSA,P,Sr.,21.7,106.0,5.4,109.0,10.18,20.4,10.2,3.46
Julian Mlodzinski,FIU,CUSA,P,Sr.,17.2,91.0,4.8,123.0,9.5,20.8,11.3,2.12
Preston Prince,FIU,CUSA,P,Sr.,24.8,128.0,5.48,107.0,1.14,19.9,18.8,1.5
Bryce Turner,FIU,CUSA,P,So.,23.1,103.0,4.7,125.0,10.61,21.2,10.6,2.65
Jeremy Urena,FIU,CUSA,P,Sr.,52.1,239.0,4.97,118.0,8.02,16.1,8.1,2.85
Alex Walsh,FIU,CUSA,P,Jr.,50.1,220.0,5.46,108.0,6.59,18.5,11.9,3.51
Jarek Woodward,FIU,CUSA,P,Sr.,45.7,215.0,5.22,113.0,9.95,19.7,9.8,3.47
John Abraham,Florida St.,ACC,P,Jr.,33.5,159.0,5.25,112.0,9.7,23.1,13.4,3.06
Ben Barrett,Florida St.,ACC,P,Sr.,15.9,78.0,5.01,117.0,10.13,21.3,11.1,2.75
Evan Chrest,Florida St.,ACC,P,Sr.,52.0,239.0,4.5,131.0,11.09,20.2,9.1,2.53
Chris Knier,Florida St.,ACC,P,Jr.,30.1,134.0,5.03,117.0,8.95,21.0,12.0,3.0
Payton Manca,Florida St.,ACC,P,So.,23.1,105.0,4.94,119.0,9.34,20.7,11.4,2.78
Jacob Marlowe,Florida St.,ACC,P,Sr.,31.1,143.0,4.92,120.0,10.1,19.0,8.9,3.11
Maison Martinez,Florida St.,ACC,P,Sr.,29.8,131.0,4.97,118.0,11.55,22.9,11.3,3.42
Wes Mendes,Florida St.,ACC,P,Jr.,57.2,256.0,4.82,122.0,12.76,24.0,11.3,3.17
Peyton Prescott,Florida St.,ACC,P,Jr.,44.6,211.0,4.55,129.0,11.7,21.6,9.9,2.56
Joey Volini,Florida St.,ACC,P,Jr.,49.7,210.0,4.32,136.0,12.16,22.2,10.1,2.51
Jackson Barberi,Florida,SEC,P,So.,32.1,152.0,4.86,121.0,11.02,22.0,11.0,2.87
Billy Barlow,Florida,SEC,P,Sr.,49.5,228.0,4.81,122.0,10.51,20.5,10.0,2.83
McCall Biemiller,Florida,SEC,P,So.,13.2,66.0,5.16,114.0,8.83,21.1,12.3,2.79
Matthew Jenkins,Florida,SEC,P,Jr.,14.0,69.0,4.79,123.0,11.21,22.5,11.3,2.64
Aidan King,Florida,SEC,P,So.,73.1,304.0,3.91,150.0,13.24,22.7,9.4,2.06
Caden McDonald,Florida,SEC,P,So.,28.0,128.0,4.92,120.0,10.12,20.7,10.6,2.97
Luke McNeillie,Florida,SEC,P,Jr.,44.6,201.0,4.66,126.0,13.82,24.8,11.0,2.91
Liam Peterson,Florida,SEC,P,Jr.,66.4,303.0,4.69,125.0,13.35,24.8,11.4,3.16
Ricky Reeth,Florida,SEC,P,Sr.,40.1,170.0,4.59,128.0,11.15,19.7,8.5,2.94
Christian Rodriguez,Florida,SEC,P,So.,42.2,195.0,4.69,125.0,11.95,21.9,9.9,2.9
Blaine Rowland,Florida,SEC,P,So.,14.0,60.0,4.52,130.0,9.55,19.7,10.1,2.36
Russell Sandefer,Florida,SEC,P,Jr.,50.2,208.0,4.15,142.0,11.35,21.4,10.1,2.12
Cooper Walls,Florida,SEC,P,So.,60.1,267.0,4.34,135.0,9.99,18.8,8.8,2.03
Aidan Dowd,Fordham,Atlantic 10,P,Jr.,51.2,247.0,4.63,127.0,9.36,20.3,10.9,2.07
Ryan Egan,Fordham,Atlantic 10,P,Sr.,22.3,105.0,4.96,119.0,7.36,18.7,11.3,2.25
Beau Elson,Fordham,Atlantic 10,P,So.,50.1,247.0,4.72,125.0,9.35,20.0,10.7,2.2
Chase Hanawalt,Fordham,Atlantic 10,P,So.,41.0,201.0,5.36,110.0,6.76,18.6,11.8,2.82
Andres Perez,Fordham,Atlantic 10,P,Sr.,26.4,121.0,4.8,123.0,11.52,20.1,8.6,2.84
A.J. Pino,Fordham,Atlantic 10,P,So.,16.1,85.0,5.33,110.0,8.36,20.1,11.8,2.71
Jordan Rodarte,Fordham,Atlantic 10,P,So.,13.1,78.0,5.71,103.0,8.13,19.2,11.0,2.89
Anthony Scarlata,Fordham,Atlantic 10,P,Sr.,13.6,71.0,5.17,114.0,6.71,19.2,12.5,2.26
Koen Smith,Fordham,Atlantic 10,P,Jr.,25.1,129.0,5.66,104.0,8.3,20.0,11.7,3.44
Robbie Stewart,Fordham,Atlantic 10,P,Sr.,33.1,160.0,5.58,105.0,4.73,18.7,14.0,2.41
Brandon Cassedy,George Mason,Atlantic 10,P,Sr.,84.0,359.0,4.46,132.0,11.57,21.0,9.4,2.69
Jake Drumm,George Mason,Atlantic 10,P,So.,31.2,146.0,4.89,120.0,8.86,18.4,9.6,2.76
Connor Knox,George Mason,Atlantic 10,P,Sr.,22.3,96.0,4.51,130.0,11.58,22.4,10.9,2.74
Shaun Okeeffe,George Mason,Atlantic 10,P,Jr.,15.6,79.0,5.0,118.0,9.63,22.1,12.5,2.55
Logan Rumberg,George Mason,Atlantic 10,P,Sr.,37.4,187.0,4.75,124.0,10.19,20.8,10.6,2.37
Jonas Aponick,George Washington,Atlantic 10,P,So.,24.2,114.0,5.14,114.0,8.24,18.8,10.5,2.88
Matt Bruno,George Washington,Atlantic 10,P,Jr.,31.1,145.0,4.68,126.0,8.35,18.5,10.1,2.02
Andrew Cutler,George Washington,Atlantic 10,P,Jr.,42.9,195.0,4.44,132.0,11.58,22.1,10.6,2.28
Max Haug,George Washington,Atlantic 10,P,Sr.,38.6,186.0,5.25,112.0,7.93,20.1,12.2,2.56
Luke LeMond,George Washington,Atlantic 10,P,Sr.,28.7,138.0,4.52,130.0,7.58,19.6,12.0,1.52
Gavin Miller,George Washington,Atlantic 10,P,Jr.,29.1,145.0,4.89,120.0,8.14,20.1,12.0,2.33
Drew Oppenheim,George Washington,Atlantic 10,P,Jr.,12.2,66.0,5.13,115.0,7.4,18.4,11.0,2.3
Declan Wywoda,George Washington,Atlantic 10,P,So.,31.2,158.0,5.43,108.0,7.09,17.8,10.8,2.98
Andrew Citron,Georgetown,Big East,P,Sr.,25.2,127.0,5.86,100.0,2.66,16.3,13.7,2.59
Johan Franco,Georgetown,Big East,P,Jr.,33.0,179.0,6.15,96.0,6.45,20.1,13.7,3.24
Luke Jackman,Georgetown,Big East,P,Sr.,18.1,79.0,4.7,125.0,9.85,21.5,11.6,2.59
Andrew Jergins,Georgetown,Big East,P,Sr.,14.1,87.0,6.35,93.0,5.32,19.5,14.2,2.75
Kai Leckszas,Georgetown,Big East,P,Sr.,38.7,171.0,4.81,122.0,9.5,18.0,8.5,2.92
Griffin O'Connor,Georgetown,Big East,P,Sr.,42.0,206.0,4.91,120.0,8.78,17.4,8.6,2.72
JT Raab,Georgetown,Big East,P,Jr.,62.6,276.0,4.31,136.0,12.54,21.7,9.1,2.61
Spencer Seid,Georgetown,Big East,P,Sr.,42.9,189.0,4.31,136.0,12.28,22.2,10.0,2.32
Jackson Thomas,Georgetown,Big East,P,So.,56.5,253.0,4.85,121.0,6.36,15.6,9.3,2.48
Jack Volo,Georgetown,Big East,P,Jr.,19.9,104.0,5.58,105.0,7.38,18.6,11.2,2.86
Marshall Whitmer,Georgetown,Big East,P,Sr.,29.2,134.0,5.1,115.0,12.05,21.0,8.9,3.67
Thomas Burke,Ga. Southern,Sun Belt,P,So.,29.2,153.0,5.4,109.0,6.9,19.3,12.4,2.6
Chase Davis,Ga. Southern,Sun Belt,P,So.,20.2,107.0,5.3,111.0,7.62,18.5,10.8,2.77
Carter DeGondea,Ga. Southern,Sun Belt,P,Jr.,58.0,252.0,4.53,130.0,8.6,18.6,10.0,2.05
Craig Kalkbrenner,Ga. Southern,Sun Belt,P,So.,30.1,139.0,4.98,118.0,6.59,18.3,11.7,2.38
Jax Lewis,Ga. Southern,Sun Belt,P,So.,42.2,197.0,4.83,122.0,8.54,18.7,10.1,2.58
James McCoy,Ga. Southern,Sun Belt,P,Sr.,14.2,59.0,4.64,127.0,9.02,18.8,9.8,2.7
Brady Pendley,Ga. Southern,Sun Belt,P,Sr.,39.0,183.0,4.78,123.0,7.74,18.7,10.9,2.16
Will Robbins,Ga. Southern,Sun Belt,P,Sr.,22.4,110.0,4.96,119.0,9.83,20.4,10.6,2.75
Will Bartkoski,Georgia St.,Sun Belt,P,Sr.,50.2,252.0,5.26,112.0,8.19,19.6,11.4,2.36
Tysen Benford,Georgia St.,Sun Belt,P,Jr.,52.0,221.0,4.54,130.0,10.64,19.5,8.9,2.63
Jacob Crews,Georgia St.,Sun Belt,P,Sr.,26.2,118.0,4.63,127.0,11.66,22.1,10.5,2.59
Brian Crooms,Georgia St.,Sun Belt,P,Sr.,41.1,205.0,4.87,121.0,10.77,21.4,10.6,2.36
Jake Hembree,Georgia St.,Sun Belt,P,So.,45.0,214.0,5.21,113.0,9.74,22.7,13.0,2.9
Nicholas Holbrook,Georgia St.,Sun Belt,P,Sr.,24.1,134.0,5.26,112.0,6.39,18.1,11.7,2.29
Cole Roberts,Georgia St.,Sun Belt,P,Sr.,44.0,183.0,5.07,116.0,11.92,20.2,8.3,4.1
Carson Ballard,Georgia Tech,ACC,P,Jr.,35.3,152.0,4.64,127.0,12.64,20.7,8.1,3.25
Brett Barfield,Georgia Tech,ACC,P,Sr.,14.4,75.0,5.31,111.0,9.47,20.4,10.9,2.92
Kayden Campbell,Georgia Tech,ACC,P,Sr.,19.0,94.0,4.83,122.0,12.4,23.6,11.2,2.62
Caden Gaudette,Georgia Tech,ACC,P,Jr.,13.0,63.0,4.74,124.0,11.28,21.9,10.6,2.66
Jake Lankie,Georgia Tech,ACC,P,Jr.,10.1,48.0,4.7,125.0,10.41,20.7,10.3,2.55
Dylan Loy,Georgia Tech,ACC,P,Jr.,32.3,130.0,4.23,139.0,13.98,23.6,9.6,2.8
Tate McKee,Georgia Tech,ACC,P,Jr.,65.3,298.0,4.75,124.0,11.76,22.8,11.0,3.01
Mason Patel,Georgia Tech,ACC,P,Sr.,45.0,193.0,4.34,135.0,12.11,20.7,8.6,2.65
Justin Shadek,Georgia Tech,ACC,P,So.,59.0,292.0,5.15,114.0,7.82,19.2,11.3,2.53
Caden Spivey,Georgia Tech,ACC,P,Sr.,31.6,152.0,4.89,120.0,7.56,19.0,11.4,2.33
Caden Aoki,Georgia,SEC,P,Sr.,73.9,310.0,3.9,151.0,13.78,21.1,7.3,2.31
Andrew Behnke,Georgia,SEC,P,Sr.,19.2,82.0,5.23,112.0,11.13,20.4,9.2,3.81
Teddy Brennan,Georgia,SEC,P,Sr.,55.5,266.0,5.12,115.0,8.3,21.2,12.9,2.78
Zach Brown,Georgia,SEC,P,Jr.,29.4,137.0,4.83,122.0,7.09,17.5,10.4,2.34
Justin Byrd,Georgia,SEC,P,Jr.,21.2,86.0,4.36,135.0,12.54,22.4,9.8,2.76
Bryce Calloway,Georgia,SEC,P,Sr.,18.9,87.0,4.76,124.0,10.03,20.2,10.2,2.82
Grant Edwards,Georgia,SEC,P,Sr.,74.8,344.0,4.23,139.0,13.13,22.2,9.1,2.26
Thomas Ellisen,Georgia,SEC,P,Sr.,47.0,226.0,5.38,109.0,7.39,18.5,11.1,2.99
Paul Farley,Georgia,SEC,P,So.,14.2,73.0,5.17,114.0,7.63,18.9,11.3,2.47
Kenny Ishikawa,Georgia,SEC,P,So.,66.1,303.0,4.21,140.0,12.84,22.0,9.1,2.37
Caleb Jameson,Georgia,SEC,P,Jr.,28.2,133.0,4.6,128.0,9.79,19.8,10.0,2.37
Brad Pruett,Georgia,SEC,P,Jr.,66.0,285.0,4.36,135.0,11.0,22.1,11.1,2.29
Matt Scott,Georgia,SEC,P,Sr.,65.1,297.0,4.35,135.0,12.16,22.5,10.3,2.56
Jordan Stephens,Georgia,SEC,P,Jr.,20.2,93.0,4.62,127.0,9.59,22.0,12.4,2.19
Dylan Vigue,Georgia,SEC,P,Jr.,56.9,276.0,5.13,115.0,5.3,18.3,13.0,1.95
Joey Volchko,Georgia,SEC,P,Jr.,57.7,271.0,4.5,131.0,8.34,20.6,12.3,1.94
Gabe Brabec,Gonzaga,WCC,P,Jr.,40.1,188.0,5.61,105.0,7.13,19.2,12.1,3.49
Michael Cunneely,Gonzaga,WCC,P,Sr.,35.9,168.0,5.08,116.0,8.96,19.1,10.2,2.97
Justin Feld,Gonzaga,WCC,P,Sr.,57.7,267.0,5.35,110.0,7.84,18.9,11.1,3.29
Garrett Gores,Gonzaga,WCC,P,Sr.,30.3,146.0,5.25,112.0,9.99,19.2,9.2,3.44
Erik Hoffberg,Gonzaga,WCC,P,Jr.,42.1,192.0,4.18,141.0,16.52,26.6,10.1,2.47
Finbar O'Brien,Gonzaga,WCC,P,Jr.,48.4,233.0,4.67,126.0,9.84,21.4,11.5,2.26
Karsten Sweum,Gonzaga,WCC,P,So.,18.2,88.0,4.83,122.0,9.36,21.2,11.9,2.41
Landon White,Gonzaga,WCC,P,So.,18.6,82.0,4.13,142.0,13.22,23.7,10.5,2.01
Andrew Abler,Harvard,Ivy League,P,Jr.,16.2,90.0,5.62,105.0,5.57,18.0,12.4,2.5
Luca Alagheband,Harvard,Ivy League,P,So.,25.1,130.0,5.08,116.0,8.78,20.5,11.7,2.41
Charley Bergsma,Harvard,Ivy League,P,So.,30.2,152.0,5.09,116.0,8.01,18.4,10.4,2.61
Will Burns,Harvard,Ivy League,P,Jr.,20.8,116.0,6.5,90.0,4.15,18.8,14.7,3.09
Gio Colasante,Harvard,Ivy League,P,Sr.,31.2,150.0,4.78,123.0,10.04,21.4,11.4,2.44
Brian Dowling,Harvard,Ivy League,P,Sr.,36.8,200.0,5.94,99.0,4.63,14.8,10.2,2.98
Ryan McHugh,Harvard,Ivy League,P,Jr.,23.0,118.0,4.91,120.0,8.79,18.5,9.7,2.43
Gavin Smith,Harvard,Ivy League,P,So.,17.4,85.0,5.51,107.0,7.84,19.5,11.6,3.07
Jack Smith,Harvard,Ivy League,P,Sr.,16.4,92.0,6.33,93.0,4.66,18.0,13.3,3.2
Grant Garman,Hawaii,Big West,P,So.,78.2,370.0,5.12,115.0,7.94,19.3,11.3,2.85
