Name,Team,Conference,Position,Class,PA,AVG,OBP,SLG,WOBA,1B,2B,3B,HR,HBP,K%,BB%
Jake Hollins,D'Youville,ECC,OF,Sr.,187.0,0.294,0.384,0.392,0.359,36.0,9.0,2.0,1.0,6.0,13.5,9.6
Mike Huff,D'Youville,ECC,C,Jr.,69.0,0.254,0.362,0.356,0.362,11.0,3.0,0.0,1.0,2.0,23.1,12.3
Blaise Kolbert,D'Youville,ECC,INF,Sr.,102.0,0.254,0.364,0.393,0.341,15.0,4.0,1.0,2.0,2.0,16.9,12.9
Billy Morris,D'Youville,ECC,INF,Sr.,196.0,0.332,0.403,0.52,0.405,40.0,10.0,1.0,7.0,5.0,11.8,8.3
Derek Onevelo,D'Youville,ECC,C,Jr.,78.0,0.241,0.357,0.347,0.35,11.0,4.0,0.0,1.0,2.0,20.6,12.3
Lucas Penner,D'Youville,ECC,INF,Jr.,48.0,0.268,0.375,0.39,0.354,8.0,2.0,0.0,1.0,2.0,19.4,9.7
Austin Smith,D'Youville,ECC,INF,Sr.,17.0,0.286,0.412,0.357,0.363,3.0,1.0,0.0,0.0,1.0,20.4,10.5
Colby Wilson,D'Youville,ECC,INF,Sr.,121.0,0.308,0.405,0.49,0.402,20.0,8.0,1.0,3.0,4.0,19.6,10.9
Garett Wilson,D'Youville,ECC,INF,Sr.,86.0,0.26,0.372,0.411,0.362,12.0,5.0,0.0,2.0,3.0,22.9,11.7
L.J. Bohne,Adelphi,NE10,OF,Sr.,21.0,0.271,0.374,0.326,0.342,4.0,1.0,0.0,0.0,1.0,20.1,10.0
Johnny Catuosco,Adelphi,NE10,OF,Sr.,138.0,0.308,0.383,0.389,0.366,31.0,5.0,1.0,1.0,1.0,19.3,10.4
Erick Duignan,Adelphi,NE10,INF,Jr.,78.0,0.244,0.361,0.381,0.351,11.0,3.0,0.0,2.0,3.0,26.1,11.8
James Eden,Adelphi,NE10,OF,Jr.,134.0,0.297,0.397,0.419,0.366,25.0,6.0,1.0,2.0,4.0,12.7,11.3
Bryan McCleary,Adelphi,NE10,C,Jr.,98.0,0.249,0.356,0.355,0.341,16.0,3.0,0.0,2.0,2.0,17.7,11.9
Albert Ramos,Adelphi,NE10,INF,Sr.,153.0,0.29,0.359,0.369,0.355,32.0,6.0,1.0,1.0,3.0,11.8,8.1
Giancarlo Rengifo,Adelphi,NE10,INF,So.,65.0,0.281,0.369,0.386,0.365,12.0,3.0,0.0,1.0,2.0,19.8,9.6
Anthony Rigogliosi,Adelphi,NE10,OF,Jr.,104.0,0.248,0.357,0.316,0.344,18.0,3.0,0.0,1.0,2.0,20.6,12.9
Michael Robinson,Adelphi,NE10,INF,Jr.,39.0,0.263,0.357,0.409,0.347,6.0,2.0,0.0,1.0,1.0,20.2,11.0
Matt Ryan,Adelphi,NE10,C,So.,103.0,0.295,0.398,0.443,0.371,18.0,5.0,1.0,2.0,4.0,18.9,10.2
Brodee Bartlett,UAH,Gulf South,INF,So.,54.0,0.261,0.37,0.37,0.368,9.0,2.0,0.0,1.0,2.0,17.0,10.5
Taylor Bush,UAH,Gulf South,UT,Sr.,52.0,0.256,0.385,0.372,0.358,8.0,2.0,0.0,1.0,2.0,15.9,12.7
Cross Cacioppo,UAH,Gulf South,OF,Sr.,13.0,0.25,0.308,0.333,0.364,2.0,1.0,0.0,0.0,0.0,19.7,11.4
Joey Caruso,UAH,Gulf South,INF,Jr.,19.0,0.25,0.368,0.312,0.371,3.0,1.0,0.0,0.0,1.0,18.3,11.0
Brandon Gillispie,UAH,Gulf South,INF,So.,32.0,0.259,0.375,0.407,0.38,5.0,1.0,0.0,1.0,1.0,17.8,12.7
Braxton Griffin,UAH,Gulf South,UT,So.,122.0,0.298,0.402,0.462,0.391,21.0,6.0,1.0,3.0,5.0,20.7,10.7
Sean Lapinskes,UAH,Gulf South,INF,So.,151.0,0.288,0.377,0.394,0.371,29.0,6.0,1.0,2.0,6.0,16.0,8.5
Caleb Mahan,UAH,Gulf South,INF,Sr.,89.0,0.256,0.348,0.333,0.325,16.0,3.0,0.0,1.0,4.0,24.4,8.0
Colin Patterson,UAH,Gulf South,UT,Jr.,51.0,0.268,0.354,0.379,0.347,9.0,2.0,0.0,1.0,1.0,20.8,9.1
Ian Reagan,UAH,Gulf South,C,Jr.,67.0,0.281,0.389,0.387,0.372,12.0,3.0,0.0,1.0,4.0,14.7,8.8
Luke Songy,UAH,Gulf South,C,So.,50.0,0.279,0.38,0.395,0.364,9.0,2.0,0.0,1.0,2.0,16.6,10.0
Jayce Upton,UAH,Gulf South,OF,Jr.,61.0,0.246,0.345,0.34,0.334,10.0,2.0,0.0,1.0,2.0,21.2,10.5
Parker White,UAH,Gulf South,UT,Jr.,165.0,0.285,0.436,0.408,0.409,27.0,7.0,0.0,3.0,8.0,13.2,16.6
Hugh Windle,UAH,Gulf South,INF,Jr.,104.0,0.249,0.365,0.329,0.339,17.0,4.0,0.0,1.0,3.0,15.9,12.3
Luke Addison,Albany St. (GA),SIAC,OF,Sr.,231.0,0.33,0.42,0.53,0.43,45.0,11.0,1.0,9.0,4.0,13.7,11.7
Ty Grover,Albany St. (GA),SIAC,INF,Jr.,35.0,0.267,0.371,0.4,0.363,6.0,1.0,0.0,1.0,1.0,18.8,12.0
Isaiah Haygood,Albany St. (GA),SIAC,INF,So.,143.0,0.271,0.399,0.415,0.376,22.0,6.0,1.0,3.0,6.0,18.1,13.4
David Kile,Albany St. (GA),SIAC,INF,So.,21.0,0.278,0.381,0.333,0.371,4.0,1.0,0.0,0.0,1.0,18.5,11.3
Emory Stephens,Albany St. (GA),SIAC,INF,Jr.,220.0,0.298,0.41,0.428,0.387,39.0,11.0,2.0,3.0,10.0,16.6,11.4
Tyler Turner,Albany St. (GA),SIAC,C,So.,139.0,0.28,0.373,0.371,0.359,26.0,6.0,1.0,1.0,5.0,14.6,9.7
Perry Usher,Albany St. (GA),SIAC,UT,So.,41.0,0.286,0.39,0.429,0.381,7.0,2.0,0.0,1.0,1.0,18.3,12.1
Jordan Williams,Albany St. (GA),SIAC,UT,Fr.,264.0,0.327,0.436,0.472,0.426,52.0,13.0,2.0,5.0,12.0,11.5,11.8
Josh Frometa,American Int'l,NE10,OF,Sr.,171.0,0.275,0.398,0.452,0.393,25.0,8.0,1.0,5.0,8.0,16.0,12.5
Leandro Guevara,American Int'l,NE10,C,Sr.,186.0,0.317,0.409,0.509,0.409,33.0,11.0,1.0,6.0,7.0,16.4,9.4
Cole Patterson,American Int'l,NE10,OF,Jr.,108.0,0.281,0.387,0.357,0.371,21.0,4.0,0.0,1.0,4.0,15.9,11.4
Gabe Pena Rodriguez,American Int'l,NE10,INF,Jr.,13.0,0.25,0.308,0.333,0.37,2.0,1.0,0.0,0.0,0.0,20.3,10.9
Yeudy Ramirez,American Int'l,NE10,INF,Sr.,160.0,0.308,0.394,0.429,0.38,33.0,6.0,1.0,3.0,6.0,16.9,8.9
Richie Segura,American Int'l,NE10,C,Sr.,66.0,0.241,0.332,0.327,0.312,11.0,2.0,0.0,1.0,1.0,21.3,10.6
Aidan Streeter,American Int'l,NE10,C,Jr.,73.0,0.267,0.397,0.367,0.387,12.0,3.0,0.0,1.0,2.0,20.6,15.1
Sam Tanous,American Int'l,NE10,INF,Sr.,119.0,0.246,0.354,0.315,0.333,20.0,4.0,0.0,1.0,3.0,13.5,11.8
Austin Beck,Angelo St.,Lone Star,UT,Sr.,178.0,0.323,0.448,0.509,0.431,30.0,10.0,4.0,3.0,9.0,18.9,13.3
Christian Garnette,Angelo St.,Lone Star,OF,Sr.,47.0,0.299,0.403,0.448,0.372,8.0,3.0,0.0,1.0,1.0,18.0,12.1
Hunter Holt,Angelo St.,Lone Star,OF,Sr.,74.0,0.338,0.472,0.541,0.437,13.0,4.0,1.0,2.0,5.0,17.3,13.8
Chase Pendley,Angelo St.,Lone Star,INF,Sr.,230.0,0.345,0.43,0.47,0.416,52.0,12.0,2.0,3.0,8.0,13.4,9.4
Brett Smajstrla,Angelo St.,Lone Star,OF,Jr.,127.0,0.321,0.433,0.594,0.447,20.0,6.0,1.0,7.0,6.0,16.9,11.7
Blake Wilhoite,Angelo St.,Lone Star,C,Sr.,180.0,0.287,0.449,0.38,0.408,30.0,8.0,1.0,1.0,13.0,12.4,15.7
Chris Franks,Ashland,G-MAC,OF,Sr.,141.0,0.27,0.368,0.441,0.368,21.0,7.0,1.0,4.0,3.0,16.6,11.1
Billy Howard,Ashland,G-MAC,OF,Sr.,235.0,0.289,0.404,0.381,0.37,45.0,8.0,2.0,2.0,9.0,13.0,12.4
Colton Hunt,Ashland,G-MAC,INF,So.,32.0,0.296,0.406,0.444,0.374,6.0,1.0,0.0,1.0,1.0,19.4,11.5
Mason Koons,Ashland,G-MAC,INF,Sr.,34.0,0.286,0.412,0.464,0.375,5.0,2.0,0.0,1.0,1.0,20.7,13.4
Sean Krueckeberg,Ashland,G-MAC,OF,So.,218.0,0.316,0.413,0.497,0.408,39.0,12.0,2.0,6.0,5.0,17.6,11.8
Kaiden Mastri,Ashland,G-MAC,INF,Jr.,37.0,0.219,0.324,0.25,0.351,6.0,1.0,0.0,0.0,1.0,15.4,11.3
Collin Overholt,Ashland,G-MAC,INF,Sr.,222.0,0.301,0.414,0.5,0.403,35.0,12.0,2.0,7.0,4.0,13.1,14.2
Jackson Powers,Ashland,G-MAC,UT,Sr.,155.0,0.304,0.394,0.467,0.394,28.0,8.0,1.0,4.0,4.0,15.0,10.4
Ryan Shimek,Ashland,G-MAC,INF,Sr.,40.0,0.29,0.396,0.435,0.372,7.0,2.0,0.0,1.0,2.0,18.8,10.6
Carter Weaver,Ashland,G-MAC,INF,So.,51.0,0.256,0.373,0.372,0.38,8.0,2.0,0.0,1.0,2.0,18.9,10.9
Gage Weaver,Ashland,G-MAC,INF,So.,93.0,0.291,0.398,0.38,0.375,18.0,4.0,0.0,1.0,4.0,16.4,10.2
Sam Witt,Ashland,G-MAC,INF,Sr.,140.0,0.309,0.393,0.496,0.398,25.0,8.0,0.0,5.0,4.0,10.7,9.4
Eric Giarnese,Assumption,NE10,OF,Sr.,57.0,0.284,0.384,0.507,0.366,8.0,3.0,1.0,2.0,2.0,22.7,10.6
Chris Klein,Assumption,NE10,INF,Sr.,136.0,0.296,0.405,0.488,0.397,23.0,5.0,1.0,5.0,4.0,22.3,12.5
Patrick Kostiw,Assumption,NE10,INF,Sr.,13.0,0.273,0.385,0.364,0.382,2.0,1.0,0.0,0.0,0.0,18.5,12.6
James Mahoney,Assumption,NE10,OF,Sr.,26.0,0.259,0.344,0.302,0.342,5.0,1.0,0.0,0.0,1.0,22.0,9.3
Christopher Manzo,Assumption,NE10,C,Sr.,75.0,0.305,0.389,0.458,0.376,14.0,4.0,0.0,2.0,2.0,16.7,8.8
Anthony Marco,Assumption,NE10,OF,Jr.,11.0,0.2,0.273,0.2,0.371,2.0,0.0,0.0,0.0,0.0,19.0,11.0
James McDermott,Assumption,NE10,C,So.,77.0,0.288,0.39,0.424,0.371,13.0,4.0,1.0,1.0,3.0,21.0,10.9
Patrick McManus,Assumption,NE10,C,Sr.,53.0,0.226,0.357,0.339,0.316,7.0,2.0,0.0,1.0,2.0,28.9,12.6
Nick Paharik,Assumption,NE10,INF,Sr.,16.0,0.308,0.438,0.385,0.356,3.0,1.0,0.0,0.0,1.0,18.8,10.0
Tony Salvatelli,Assumption,NE10,INF,Jr.,24.0,0.25,0.375,0.3,0.363,4.0,1.0,0.0,0.0,1.0,19.7,10.8
Tyler Simmons,Assumption,NE10,UT,Fr.,11.0,0.2,0.273,0.2,0.375,2.0,0.0,0.0,0.0,0.0,18.7,11.6
Aiden Cannaday,Augusta,Peach Belt,OF,Sr.,159.0,0.288,0.409,0.47,0.388,25.0,7.0,1.0,5.0,7.0,23.3,12.5
Roland Chance,Augusta,Peach Belt,INF,So.,163.0,0.265,0.387,0.456,0.38,23.0,6.0,1.0,6.0,5.0,22.3,13.4
Ty McClintock,Augusta,Peach Belt,INF,Jr.,158.0,0.255,0.354,0.38,0.338,25.0,6.0,1.0,3.0,5.0,19.6,10.1
Ryan Patrick,Augusta,Peach Belt,C,So.,29.0,0.28,0.379,0.44,0.373,5.0,1.0,0.0,1.0,1.0,18.3,11.3
Owen Primm,Augusta,Peach Belt,OF,So.,35.0,0.3,0.4,0.467,0.367,6.0,2.0,0.0,1.0,1.0,20.1,11.1
Tyler Simmons,Augusta,Peach Belt,OF,So.,11.0,0.2,0.273,0.2,0.375,2.0,0.0,0.0,0.0,0.0,18.7,11.6
Cameron Strader,Augusta,Peach Belt,INF,Jr.,17.0,0.286,0.412,0.357,0.377,3.0,1.0,0.0,0.0,1.0,19.0,12.0
Wyatt Talik,Augusta,Peach Belt,C,Sr.,90.0,0.269,0.367,0.359,0.346,16.0,4.0,0.0,1.0,2.0,22.6,11.5
Matthew Thigpen,Augusta,Peach Belt,INF,So.,112.0,0.258,0.384,0.398,0.369,16.0,5.0,1.0,2.0,5.0,20.0,12.2
Jackson Thomas,Augusta,Peach Belt,INF,Jr.,33.0,0.252,0.366,0.396,0.365,5.0,1.0,0.0,1.0,1.0,21.1,10.8
Nolan Turner,Augusta,Peach Belt,INF,Sr.,189.0,0.252,0.343,0.391,0.338,30.0,6.0,1.0,5.0,5.0,20.7,9.4
Jake Vachon,Augusta,Peach Belt,OF,Jr.,142.0,0.272,0.38,0.371,0.363,25.0,6.0,0.0,2.0,4.0,20.9,12.1
Troy Berg,Augustana (SD),NSIC,UT,Sr.,189.0,0.292,0.397,0.422,0.395,33.0,10.0,1.0,3.0,8.0,10.7,10.8
Ryan Clementi,Augustana (SD),NSIC,UT,Sr.,122.0,0.301,0.392,0.432,0.393,22.0,8.0,0.0,2.0,4.0,11.1,9.7
Kobe Eikmeier,Augustana (SD),NSIC,INF,So.,138.0,0.294,0.391,0.412,0.373,26.0,6.0,1.0,2.0,5.0,17.9,10.1
Cole Goeser,Augustana (SD),NSIC,C,Sr.,13.0,0.265,0.375,0.353,0.357,2.0,1.0,0.0,0.0,0.0,16.6,12.1
Carter Heinsch,Augustana (SD),NSIC,OF,So.,133.0,0.31,0.414,0.46,0.401,25.0,6.0,1.0,3.0,4.0,16.9,12.1
Joshua Koskie,Augustana (SD),NSIC,INF,Sr.,123.0,0.29,0.405,0.454,0.395,20.0,6.0,1.0,3.0,6.0,24.2,11.1
Bjorn Lind,Augustana (SD),NSIC,UT,So.,101.0,0.279,0.386,0.372,0.378,18.0,5.0,0.0,1.0,3.0,15.0,12.3
Jake Lundquist,Augustana (SD),NSIC,UT,Jr.,51.0,0.265,0.396,0.385,0.383,8.0,2.0,0.0,1.0,2.0,16.9,13.7
Ragan Pinnow,Augustana (SD),NSIC,INF,Sr.,143.0,0.283,0.379,0.453,0.373,23.0,7.0,1.0,4.0,4.0,16.1,10.5
Cal Schmelzle,Augustana (SD),NSIC,INF,So.,11.0,0.3,0.364,0.4,0.381,2.0,1.0,0.0,0.0,0.0,18.4,11.3
Nate Soelter,Augustana (SD),NSIC,UT,So.,53.0,0.289,0.396,0.422,0.384,9.0,3.0,0.0,1.0,2.0,19.3,10.5
Jack Sutton,Augustana (SD),NSIC,INF,Sr.,39.0,0.278,0.407,0.433,0.365,6.0,2.0,0.0,1.0,1.0,23.1,14.8
Brandon Delapenha,Barry,Sunshine State,OF,Sr.,40.0,0.265,0.375,0.412,0.337,6.0,2.0,0.0,1.0,1.0,22.2,11.4
Zavier Hatfield,Barry,Sunshine State,OF,So.,25.0,0.286,0.4,0.476,0.383,4.0,1.0,0.0,1.0,1.0,18.2,11.1
Josh Hungler,Barry,Sunshine State,C,So.,76.0,0.262,0.368,0.354,0.366,13.0,3.0,0.0,1.0,3.0,17.6,10.9
Dyson Joseph,Barry,Sunshine State,OF,So.,24.0,0.25,0.375,0.3,0.369,4.0,1.0,0.0,0.0,1.0,18.3,11.2
Brady King,Barry,Sunshine State,UT,So.,18.0,0.267,0.389,0.333,0.375,3.0,1.0,0.0,0.0,1.0,18.0,11.1
Christian Perez,Barry,Sunshine State,C,Jr.,82.0,0.266,0.364,0.35,0.359,15.0,3.0,0.0,1.0,3.0,15.8,9.9
"Aramis Ramirez, Jr.",Barry,Sunshine State,INF,Sr.,58.0,0.314,0.397,0.412,0.379,13.0,2.0,0.0,1.0,2.0,15.0,8.4
Jalen Smith,Barry,Sunshine State,INF,Jr.,123.0,0.31,0.4,0.544,0.421,21.0,5.0,1.0,6.0,3.0,21.2,10.5
Anthony Tralongo,Barry,Sunshine State,INF,Fr.,26.0,0.273,0.385,0.455,0.365,4.0,1.0,0.0,1.0,1.0,19.7,12.0
Ben Corradi,Bemidji St.,NSIC,INF,So.,38.0,0.27,0.365,0.42,0.37,6.0,2.0,0.0,1.0,1.0,18.2,11.4
Riley Czech,Bemidji St.,NSIC,OF,Sr.,51.0,0.177,0.274,0.222,0.271,6.0,2.0,0.0,0.0,1.0,44.0,9.5
Noah Drusch,Bemidji St.,NSIC,INF,Sr.,173.0,0.245,0.376,0.42,0.366,21.0,8.0,1.0,5.0,7.0,23.9,13.5
Nick Ekstrum,Bemidji St.,NSIC,INF,Jr.,39.0,0.183,0.31,0.214,0.312,5.0,1.0,0.0,0.0,2.0,33.8,10.6
Adrian Falcon,Bemidji St.,NSIC,OF,Sr.,131.0,0.274,0.351,0.444,0.365,21.0,6.0,1.0,4.0,3.0,20.7,8.0
Jack Feldman,Bemidji St.,NSIC,OF,So.,149.0,0.281,0.383,0.391,0.358,27.0,6.0,1.0,2.0,5.0,17.4,10.5
Hudson Filippi,Bemidji St.,NSIC,C,Jr.,90.0,0.213,0.344,0.293,0.319,12.0,3.0,0.0,1.0,3.0,27.8,13.3
Matt Filippi,Bemidji St.,NSIC,INF,Jr.,176.0,0.297,0.38,0.426,0.373,35.0,6.0,1.0,4.0,5.0,18.1,8.9
Dylan Hedley,Bemidji St.,NSIC,INF,Jr.,102.0,0.269,0.362,0.392,0.352,18.0,3.0,1.0,2.0,3.0,21.7,9.8
Hunter Hyden,Bemidji St.,NSIC,OF,Sr.,108.0,0.225,0.333,0.333,0.315,14.0,5.0,1.0,1.0,6.0,21.3,8.7
Chris Koscielniak,Bemidji St.,NSIC,C,Sr.,76.0,0.222,0.355,0.317,0.323,10.0,3.0,0.0,1.0,3.0,20.4,12.7
Nolan Reiter,Bemidji St.,NSIC,OF,So.,43.0,0.27,0.372,0.405,0.343,7.0,2.0,0.0,1.0,1.0,20.7,10.7
Jacob Smith,Bemidji St.,NSIC,UT,Jr.,52.0,0.253,0.381,0.299,0.363,9.0,2.0,0.0,0.0,2.0,17.7,13.2
Beau Thoma,Bemidji St.,NSIC,INF,Jr.,168.0,0.264,0.339,0.363,0.332,30.0,7.0,1.0,2.0,4.0,18.9,8.0
Will Zellmann,Bemidji St.,NSIC,OF,So.,22.0,0.263,0.364,0.316,0.366,4.0,1.0,0.0,0.0,1.0,20.6,10.3
Jaquez Akins,Benedict,SIAC,UT,So.,87.0,0.293,0.391,0.413,0.383,16.0,4.0,1.0,1.0,3.0,16.1,10.6
Elijah Banks,Benedict,SIAC,UT,Sr.,49.0,0.261,0.367,0.38,0.368,8.0,2.0,0.0,1.0,2.0,18.8,9.7
Malcolm Bates,Benedict,SIAC,INF,Jr.,11.0,0.29,0.353,0.387,0.379,2.0,1.0,0.0,0.0,0.0,20.5,10.5
Kenyan Conner Jr.,Benedict,SIAC,INF,Sr.,89.0,0.286,0.414,0.505,0.41,13.0,4.0,0.0,4.0,3.0,20.3,14.9
Cameron Haley,Benedict,SIAC,INF,Sr.,152.0,0.336,0.428,0.534,0.431,29.0,9.0,1.0,5.0,8.0,19.5,8.4
Jonathan Olmedo,Benedict,SIAC,UT,Sr.,181.0,0.275,0.403,0.443,0.387,25.0,11.0,1.0,4.0,11.0,17.5,11.4
Jared Berardino,Bentley,NE10,OF,Sr.,186.0,0.324,0.408,0.52,0.414,34.0,12.0,1.0,6.0,3.0,13.1,10.9
Tommy Bolton,Bentley,NE10,INF,Sr.,160.0,0.301,0.432,0.386,0.389,31.0,6.0,1.0,1.0,5.0,15.3,15.8
Parker Coleman,Bentley,NE10,OF,Sr.,70.0,0.283,0.386,0.433,0.386,12.0,3.0,0.0,2.0,2.0,21.0,11.6
Stan DeMartinis III,Bentley,NE10,INF,Sr.,211.0,0.295,0.422,0.573,0.433,26.0,13.0,1.0,11.0,11.0,17.8,12.9
Tommy Goonan,Bentley,NE10,C,Sr.,34.0,0.288,0.415,0.396,0.417,5.0,3.0,0.0,0.0,1.0,17.8,15.1
Curt Heath,Bentley,NE10,INF,So.,126.0,0.302,0.413,0.425,0.381,24.0,5.0,1.0,2.0,5.0,16.3,11.5
Jake Maydak,Bentley,NE10,INF,So.,121.0,0.288,0.388,0.413,0.367,22.0,5.0,1.0,2.0,4.0,18.3,10.7
Jimmy Mitchell,Bentley,NE10,UT,Jr.,176.0,0.25,0.386,0.368,0.36,25.0,7.0,2.0,2.0,6.0,20.8,14.9
Nick Pappas,Bentley,NE10,INF,Sr.,144.0,0.316,0.397,0.553,0.414,24.0,8.0,2.0,6.0,3.0,16.8,9.8
Brendan Sencaj,Bentley,NE10,INF,Jr.,225.0,0.325,0.427,0.545,0.434,40.0,11.0,2.0,9.0,12.0,15.2,10.0
Hunter Smith,Bentley,NE10,OF,Sr.,113.0,0.287,0.407,0.468,0.393,18.0,5.0,0.0,4.0,6.0,18.8,11.6
David VanderZouwen,Bentley,NE10,OF,So.,138.0,0.28,0.384,0.432,0.371,22.0,7.0,1.0,3.0,4.0,18.8,11.9
Drew Balastrini,Bloomsburg,PSAC,OF,Sr.,80.0,0.242,0.374,0.333,0.347,12.0,3.0,0.0,1.0,3.0,12.9,13.4
Jeremy Cawley,Bloomsburg,PSAC,UT,Jr.,79.0,0.261,0.392,0.353,0.346,13.0,3.0,0.0,1.0,5.0,18.3,10.9
Ryan Flury,Bloomsburg,PSAC,C,Sr.,40.0,0.211,0.348,0.241,0.336,6.0,1.0,0.0,0.0,2.0,24.0,11.3
Nico Ingalls,Bloomsburg,PSAC,OF,Jr.,32.0,0.283,0.372,0.461,0.36,5.0,2.0,0.0,1.0,1.0,23.0,10.3
Ben Jones,Bloomsburg,PSAC,C,So.,99.0,0.279,0.374,0.395,0.37,18.0,4.0,0.0,2.0,3.0,17.4,10.1
Nathan Kress,Bloomsburg,PSAC,INF,Jr.,47.0,0.3,0.404,0.45,0.384,8.0,3.0,0.0,1.0,2.0,19.5,10.6
Joe Levis,Bloomsburg,PSAC,C,So.,54.0,0.254,0.35,0.359,0.337,9.0,2.0,0.0,1.0,1.0,18.0,10.6
Judah Miller,Bloomsburg,PSAC,INF,Jr.,50.0,0.261,0.378,0.379,0.375,8.0,2.0,0.0,1.0,2.0,17.9,12.6
Mike Miller,Bloomsburg,PSAC,UT,Sr.,141.0,0.31,0.433,0.552,0.432,21.0,8.0,1.0,6.0,5.0,18.6,14.3
Casey O'Brien,Bloomsburg,PSAC,INF,So.,28.0,0.292,0.393,0.458,0.367,5.0,1.0,0.0,1.0,1.0,20.5,11.6
Jeremy Stine,Bloomsburg,PSAC,OF,Jr.,15.0,0.239,0.344,0.319,0.378,2.0,1.0,0.0,0.0,0.0,18.3,10.5
Anthony Trommer,Bloomsburg,PSAC,OF,So.,47.0,0.268,0.362,0.39,0.384,8.0,2.0,0.0,1.0,1.0,18.8,11.0
Anthony Armenia,Bridgeport,CACC,INF,Jr.,68.0,0.246,0.368,0.333,0.352,11.0,2.0,0.0,1.0,2.0,18.4,12.9
Ryan Hafele,Bridgeport,CACC,INF,Sr.,23.0,0.263,0.391,0.316,0.361,4.0,1.0,0.0,0.0,1.0,19.2,12.5
Michael Incontro,Bridgeport,CACC,INF,Fr.,25.0,0.286,0.4,0.476,0.381,4.0,1.0,0.0,1.0,1.0,18.1,11.1
Patrick Krempasky,Bridgeport,CACC,INF,Jr.,87.0,0.227,0.334,0.334,0.314,11.0,5.0,0.0,1.0,3.0,23.7,10.7
Anthony Matturro,Bridgeport,CACC,INF,Sr.,98.0,0.286,0.366,0.458,0.374,16.0,6.0,0.0,3.0,2.0,24.3,9.3
Liam O'Neal,Bridgeport,CACC,UT,Sr.,152.0,0.271,0.4,0.423,0.378,23.0,6.0,2.0,3.0,8.0,24.4,12.7
Tyler Pennisi,Bridgeport,CACC,INF,Jr.,92.0,0.266,0.37,0.367,0.364,15.0,5.0,0.0,1.0,3.0,20.3,10.7
R. Plumey,Bridgeport,CACC,UT,Fr.,20.0,0.235,0.35,0.294,0.381,3.0,1.0,0.0,0.0,1.0,18.1,11.1
N. Salmeri,Bridgeport,CACC,C,Fr.,75.0,0.281,0.387,0.422,0.381,13.0,3.0,0.0,2.0,3.0,18.1,11.1
A. Sinclair,Bridgeport,CACC,UT,Fr.,50.0,0.286,0.4,0.405,0.381,9.0,2.0,0.0,1.0,2.0,18.1,11.1
Julian Angulo,Cal Poly Pomona,CCAA,INF,Jr.,163.0,0.291,0.386,0.439,0.382,29.0,7.0,1.0,4.0,7.0,18.0,9.4
Sebastian Arguelles,Cal Poly Pomona,CCAA,INF,Sr.,180.0,0.274,0.367,0.401,0.35,30.0,9.0,1.0,3.0,4.0,14.3,10.5
Sebastian Casillas,Cal Poly Pomona,CCAA,INF,Jr.,187.0,0.276,0.369,0.368,0.359,35.0,7.0,1.0,2.0,4.0,16.1,10.9
Christian Gomez,Cal Poly Pomona,CCAA,INF,So.,67.0,0.263,0.373,0.368,0.38,11.0,3.0,0.0,1.0,2.0,17.8,11.8
Gage Gonzales,Cal Poly Pomona,CCAA,INF,Sr.,47.0,0.25,0.362,0.375,0.339,7.0,2.0,0.0,1.0,2.0,17.3,10.4
Diego Murillo,Cal Poly Pomona,CCAA,INF,Sr.,225.0,0.285,0.364,0.42,0.36,40.0,11.0,2.0,4.0,9.0,15.8,7.1
Dominic Porter,Cal Poly Pomona,CCAA,OF,Sr.,87.0,0.26,0.345,0.416,0.341,13.0,4.0,1.0,2.0,3.0,19.9,8.2
Jack Sanders,Cal Poly Pomona,CCAA,OF,Sr.,120.0,0.321,0.383,0.578,0.412,22.0,4.0,3.0,6.0,2.0,26.0,7.7
Nigel Buckley,Cal St. Dom. Hills,CCAA,C,So.,167.0,0.308,0.395,0.445,0.379,32.0,9.0,1.0,3.0,5.0,15.9,9.5
Brett Castillo,Cal St. Dom. Hills,CCAA,UT,Sr.,36.0,0.293,0.393,0.457,0.373,6.0,2.0,0.0,1.0,1.0,21.5,11.9
Dominik Cervantes,Cal St. Dom. Hills,CCAA,C,Sr.,28.0,0.25,0.357,0.292,0.368,5.0,1.0,0.0,0.0,1.0,17.5,11.0
Quinn Johnson,Cal St. Dom. Hills,CCAA,INF,Sr.,206.0,0.313,0.403,0.547,0.415,35.0,10.0,1.0,10.0,9.0,19.1,8.6
Alex Sepulveda,Cal St. Dom. Hills,CCAA,OF,Sr.,109.0,0.4,0.488,0.605,0.478,25.0,8.0,1.0,3.0,4.0,13.2,10.6
Eric Aguayo,CSUSB,CCAA,C,Jr.,40.0,0.289,0.379,0.434,0.352,7.0,2.0,0.0,1.0,1.0,18.1,10.1
Garret Barto,CSUSB,CCAA,INF,Sr.,118.0,0.298,0.399,0.507,0.401,19.0,6.0,0.0,5.0,3.0,16.0,11.9
Noah Betanco,CSUSB,CCAA,C,So.,48.0,0.268,0.375,0.39,0.364,8.0,2.0,0.0,1.0,2.0,17.6,10.4
Dom Dominguez,CSUSB,CCAA,C,Sr.,133.0,0.325,0.421,0.553,0.418,24.0,6.0,1.0,6.0,6.0,19.1,9.8
Patrick Fregoso,CSUSB,CCAA,INF,Sr.,41.0,0.258,0.367,0.401,0.352,6.0,2.0,0.0,1.0,1.0,23.1,12.7
