Name,Team,Conference,Position,Class,PA,AVG,OBP,SLG,WOBA,1B,2B,3B,HR,HBP,K%,BB%
Blythe Blakey,Lincoln (MO),GLVC,INF,Jr.,103.0,0.258,0.359,0.404,0.354,16.0,4.0,0.0,3.0,4.0,22.5,10.0
Quentin Jenkins,Lincoln (MO),GLVC,OF,So.,14.0,0.25,0.357,0.333,0.369,2.0,1.0,0.0,0.0,1.0,18.9,10.6
Brody Johns,Lincoln (MO),GLVC,UT,So.,99.0,0.253,0.343,0.379,0.34,15.0,5.0,0.0,2.0,3.0,19.9,9.3
Ryan Lepper,Lincoln (MO),GLVC,UT,So.,77.0,0.258,0.364,0.348,0.35,13.0,3.0,0.0,1.0,3.0,20.5,10.1
Jayden Little,Lincoln (MO),GLVC,INF,Sr.,187.0,0.287,0.374,0.494,0.384,30.0,8.0,1.0,8.0,5.0,23.8,9.4
Felix Marquez,Lincoln (MO),GLVC,OF,Sr.,77.0,0.258,0.364,0.364,0.348,12.0,4.0,0.0,1.0,2.0,19.4,12.2
Chase Morris,Lincoln (MO),GLVC,INF,So.,112.0,0.278,0.395,0.406,0.366,19.0,4.0,1.0,2.0,5.0,19.1,11.4
Ty Ollison,Lincoln (MO),GLVC,C,So.,112.0,0.286,0.375,0.449,0.366,19.0,5.0,1.0,3.0,4.0,17.5,9.0
Jacob Schulte,Lincoln (MO),GLVC,INF,So.,66.0,0.25,0.364,0.357,0.361,10.0,3.0,0.0,1.0,3.0,21.7,11.0
Andy Srebroski IV,Lincoln (MO),GLVC,INF,Sr.,175.0,0.277,0.36,0.361,0.344,33.0,8.0,1.0,1.0,4.0,20.0,9.4
Easton Stuckenschneider,Lincoln (MO),GLVC,C,So.,107.0,0.287,0.374,0.489,0.376,17.0,5.0,1.0,4.0,3.0,17.0,9.6
Tyler Dunmeyer,Georgian Court,CACC,INF,So.,19.0,0.25,0.368,0.312,0.367,3.0,1.0,0.0,0.0,1.0,18.6,11.0
Jack Greenspan,Georgian Court,CACC,OF,Jr.,107.0,0.297,0.402,0.418,0.382,20.0,5.0,0.0,2.0,3.0,17.0,11.8
Zinny Kemahu,Georgian Court,CACC,INF,Jr.,26.0,0.273,0.385,0.455,0.412,4.0,1.0,0.0,1.0,1.0,18.2,11.1
Kody Lewis,Georgian Court,CACC,UT,So.,36.0,0.29,0.389,0.452,0.368,6.0,2.0,0.0,1.0,1.0,17.9,10.2
JP Mahoney,Georgian Court,CACC,OF,So.,15.0,0.231,0.333,0.308,0.369,2.0,1.0,0.0,0.0,0.0,18.8,11.2
Frank Marra,Georgian Court,CACC,INF,Sr.,147.0,0.278,0.381,0.349,0.353,29.0,4.0,1.0,1.0,5.0,15.9,10.6
Colby McMahon,Georgian Court,CACC,UT,Jr.,37.0,0.281,0.378,0.438,0.347,6.0,2.0,0.0,1.0,1.0,24.1,11.0
Joshua Moreno,Georgian Court,CACC,OF,So.,97.0,0.298,0.392,0.452,0.369,17.0,5.0,1.0,2.0,3.0,17.5,9.9
JR Osmond,Georgian Court,CACC,INF,Jr.,33.0,0.259,0.394,0.407,0.366,5.0,1.0,0.0,1.0,2.0,18.5,10.8
Larry Rodriguez,Georgian Court,CACC,UT,So.,95.0,0.282,0.381,0.429,0.354,16.0,4.0,1.0,2.0,4.0,18.6,9.1
Oliver Santana,Georgian Court,CACC,INF,So.,151.0,0.273,0.364,0.417,0.36,24.0,8.0,1.0,3.0,5.0,16.9,9.4
Tomas Tamargo,Georgian Court,CACC,OF,Jr.,156.0,0.273,0.385,0.402,0.355,26.0,6.0,1.0,3.0,4.0,23.9,12.7
Noah Campbell,USC Beaufort,Peach Belt,INF,Sr.,213.0,0.303,0.394,0.4,0.372,41.0,13.0,1.0,1.0,5.0,13.0,10.6
Jon Davis,USC Beaufort,Peach Belt,UT,Sr.,155.0,0.304,0.394,0.437,0.379,29.0,8.0,2.0,2.0,6.0,21.3,8.7
Terry Dean,USC Beaufort,Peach Belt,C,Sr.,76.0,0.259,0.395,0.339,0.361,13.0,2.0,0.0,1.0,6.0,20.8,10.1
Luke Doty,USC Beaufort,Peach Belt,OF,Sr.,145.0,0.264,0.366,0.376,0.363,24.0,6.0,1.0,2.0,4.0,23.1,11.4
Cooper McDaniel,USC Beaufort,Peach Belt,OF,Sr.,127.0,0.31,0.386,0.434,0.385,26.0,6.0,1.0,2.0,4.0,16.3,8.1
Cade Sikoski,USC Beaufort,Peach Belt,C,Sr.,46.0,0.229,0.346,0.28,0.326,7.0,2.0,0.0,0.0,1.0,29.4,13.3
Mitchell Singletary,USC Beaufort,Peach Belt,C,Jr.,29.0,0.28,0.379,0.44,0.368,5.0,1.0,0.0,1.0,1.0,17.1,10.1
Joe Turner,USC Beaufort,Peach Belt,UT,Sr.,116.0,0.27,0.371,0.41,0.36,18.0,6.0,1.0,2.0,4.0,24.1,10.7
Tanner Wagnon,USC Beaufort,Peach Belt,OF,Sr.,22.0,0.281,0.413,0.337,0.355,4.0,1.0,0.0,0.0,1.0,21.3,11.7
Andrew Walters,USC Beaufort,Peach Belt,INF,Jr.,67.0,0.243,0.346,0.33,0.332,11.0,2.0,0.0,1.0,2.0,19.4,10.9
Tanner Beltowski,Westmont,PacWest,INF,Jr.,58.0,0.264,0.377,0.385,0.366,9.0,3.0,0.0,1.0,3.0,22.6,10.3
Colin Callahan,Westmont,PacWest,INF,Jr.,127.0,0.278,0.369,0.368,0.36,25.0,4.0,0.0,2.0,3.0,12.0,10.0
Orion Medeiros,Westmont,PacWest,OF,Sr.,10.0,0.222,0.3,0.222,0.371,2.0,0.0,0.0,0.0,0.0,18.8,11.6
Zach Mora,Westmont,PacWest,INF,Jr.,105.0,0.286,0.381,0.429,0.364,18.0,5.0,1.0,2.0,3.0,19.7,10.9
Isaac Veal,Westmont,PacWest,OF,Jr.,53.0,0.268,0.379,0.38,0.369,9.0,2.0,0.0,1.0,2.0,23.6,10.9
Noah Williams,Westmont,PacWest,OF,Jr.,217.0,0.326,0.429,0.571,0.438,36.0,12.0,3.0,9.0,7.0,17.1,11.8
Grant Yzermans,Westmont,PacWest,OF,Jr.,150.0,0.288,0.359,0.451,0.371,26.0,8.0,1.0,4.0,4.0,15.5,7.6
Connor Bailey,Fairmont St.,MEC,OF,Sr.,119.0,0.278,0.388,0.318,0.352,24.0,4.0,0.0,0.0,3.0,11.8,12.3
Micah Canterbury,Fairmont St.,MEC,UT,Jr.,72.0,0.272,0.363,0.416,0.365,12.0,3.0,0.0,2.0,2.0,20.2,9.5
Maddox Johnston,Fairmont St.,MEC,UT,Sr.,142.0,0.276,0.373,0.463,0.36,22.0,6.0,1.0,5.0,4.0,22.7,10.5
Cameron Moore,Fairmont St.,MEC,OF,Jr.,178.0,0.304,0.421,0.432,0.386,32.0,9.0,2.0,2.0,4.0,13.1,14.3
Gunner Riley,Fairmont St.,MEC,UT,Jr.,82.0,0.268,0.366,0.451,0.381,12.0,4.0,0.0,3.0,3.0,21.0,10.3
Kris Sutton,Fairmont St.,MEC,C,Sr.,50.0,0.273,0.36,0.386,0.365,9.0,2.0,0.0,1.0,1.0,16.1,10.8
Caleb Adams,Point Park,MEC,UT,Jr.,129.0,0.255,0.388,0.454,0.382,15.0,7.0,1.0,4.0,7.0,17.5,12.5
Jared Campbell,Point Park,MEC,OF,Sr.,216.0,0.358,0.477,0.71,0.502,34.0,12.0,1.0,16.0,9.0,17.4,14.2
Blake Ewing,Point Park,MEC,INF,So.,14.0,0.25,0.357,0.333,0.383,2.0,1.0,0.0,0.0,0.0,18.6,10.9
Marcus Franco,Point Park,MEC,INF,Jr.,34.0,0.309,0.411,0.481,0.375,6.0,2.0,0.0,1.0,1.0,16.5,10.8
Luis Gonzalez,Point Park,MEC,UT,Sr.,205.0,0.264,0.346,0.434,0.352,30.0,11.0,1.0,6.0,4.0,19.2,9.2
Trevor Jones,Point Park,MEC,OF,So.,168.0,0.312,0.394,0.488,0.4,31.0,9.0,1.0,5.0,5.0,18.9,9.1
Joseph Pilewski,Point Park,MEC,C,Sr.,142.0,0.273,0.4,0.384,0.368,24.0,5.0,1.0,2.0,3.0,16.8,15.2
Chris Williams,Point Park,MEC,OF,Jr.,218.0,0.261,0.362,0.399,0.352,32.0,12.0,1.0,4.0,8.0,18.5,10.3
Aiden Booth,Findlay,G-MAC,INF,Jr.,120.0,0.254,0.365,0.41,0.348,17.0,5.0,1.0,3.0,5.0,24.2,10.5
Keelan Daniel,Findlay,G-MAC,OF,Sr.,169.0,0.294,0.461,0.441,0.415,26.0,8.0,1.0,3.0,12.0,18.3,16.6
Garrett Given,Findlay,G-MAC,INF,So.,56.0,0.277,0.393,0.404,0.382,9.0,3.0,0.0,1.0,2.0,18.9,12.1
Casey Maruniak,Findlay,G-MAC,OF,Sr.,179.0,0.308,0.435,0.499,0.432,30.0,8.0,1.0,6.0,7.0,16.8,14.3
Mason Myers,Findlay,G-MAC,OF,So.,92.0,0.282,0.391,0.41,0.372,16.0,4.0,0.0,2.0,3.0,19.5,12.0
Nick Palm,Findlay,G-MAC,INF,Jr.,186.0,0.286,0.424,0.386,0.386,33.0,7.0,1.0,2.0,7.0,21.2,15.7
Mike Sciortino,Findlay,G-MAC,INF,Sr.,124.0,0.261,0.362,0.363,0.353,20.0,6.0,1.0,1.0,4.0,24.1,10.4
Luke Senften,Findlay,G-MAC,INF,Jr.,160.0,0.308,0.425,0.451,0.397,29.0,8.0,1.0,3.0,6.0,15.3,13.0
Gavyn Smith,Findlay,G-MAC,UT,Sr.,85.0,0.219,0.33,0.357,0.327,10.0,4.0,0.0,2.0,5.0,31.8,8.5
Theo Winings,Findlay,G-MAC,C,Sr.,78.0,0.26,0.382,0.413,0.363,11.0,4.0,0.0,2.0,2.0,25.2,14.2
Charlie Bussey III,Francis Marion,Conference Carolinas,INF,Jr.,222.0,0.332,0.455,0.525,0.439,40.0,12.0,1.0,7.0,9.0,15.8,14.6
Will Dorrell,Francis Marion,Conference Carolinas,OF,Sr.,237.0,0.276,0.392,0.422,0.379,35.0,15.0,1.0,4.0,6.0,16.3,13.3
Jake Hardee,Francis Marion,Conference Carolinas,INF,Jr.,17.0,0.286,0.412,0.357,0.345,3.0,1.0,0.0,0.0,1.0,17.8,10.6
Daniel Hussey,Francis Marion,Conference Carolinas,OF,Sr.,14.0,0.273,0.429,0.364,0.359,2.0,1.0,0.0,0.0,1.0,21.1,11.5
Jimmy Koza,Francis Marion,Conference Carolinas,UT,Sr.,211.0,0.25,0.374,0.347,0.344,33.0,7.0,2.0,2.0,5.0,17.2,14.0
Garrett Long,Francis Marion,Conference Carolinas,UT,Fr.,156.0,0.248,0.379,0.435,0.37,19.0,7.0,1.0,5.0,3.0,27.1,15.2
Hunter Looper,Francis Marion,Conference Carolinas,C,Sr.,52.0,0.247,0.349,0.292,0.332,9.0,2.0,0.0,0.0,1.0,17.7,10.7
Matthew Manuel,Francis Marion,Conference Carolinas,OF,Jr.,230.0,0.296,0.391,0.452,0.39,40.0,12.0,2.0,5.0,6.0,15.2,11.0
Adrian Nina,Francis Marion,Conference Carolinas,OF,So.,62.0,0.269,0.387,0.385,0.37,10.0,3.0,0.0,1.0,2.0,18.3,12.5
Riley Orr,Francis Marion,Conference Carolinas,INF,Sr.,216.0,0.328,0.44,0.483,0.428,42.0,11.0,1.0,5.0,9.0,14.2,12.6
Tyler Reynolds,Francis Marion,Conference Carolinas,UT,Sr.,60.0,0.252,0.364,0.35,0.332,10.0,2.0,0.0,1.0,3.0,20.4,10.1
Dariel Villaran Goundis,Francis Marion,Conference Carolinas,C,Sr.,120.0,0.29,0.408,0.42,0.385,21.0,5.0,1.0,2.0,4.0,17.8,13.2
Keagan Baxter,Georgia College,Peach Belt,INF,Jr.,122.0,0.288,0.393,0.5,0.384,19.0,5.0,1.0,5.0,4.0,21.5,11.2
Rand Bestermann,Georgia College,Peach Belt,C,Sr.,87.0,0.217,0.335,0.353,0.333,10.0,4.0,0.0,2.0,3.0,28.2,11.4
Evan Cowan,Georgia College,Peach Belt,OF,Sr.,200.0,0.3,0.405,0.377,0.375,41.0,8.0,1.0,1.0,12.0,10.2,9.1
Caleb Miele,Georgia College,Peach Belt,C,So.,97.0,0.301,0.402,0.458,0.39,18.0,4.0,0.0,3.0,3.0,16.2,11.6
Carson Phillips,Georgia College,Peach Belt,OF,Sr.,161.0,0.317,0.397,0.401,0.388,36.0,7.0,1.0,1.0,5.0,13.1,8.5
Blake Wood,Georgia College,Peach Belt,OF,Sr.,28.0,0.208,0.321,0.25,0.347,4.0,1.0,0.0,0.0,1.0,19.7,11.6
Drake Harman,Ga. Southwestern,Peach Belt,OF,Sr.,26.0,0.227,0.346,0.273,0.368,4.0,1.0,0.0,0.0,1.0,18.8,13.4
Jacob Reeves,Ga. Southwestern,Peach Belt,INF,Sr.,52.0,0.244,0.346,0.356,0.32,8.0,2.0,0.0,1.0,2.0,25.8,9.4
Evan Wainman,Ga. Southwestern,Peach Belt,INF,Sr.,40.0,0.265,0.375,0.412,0.352,6.0,2.0,0.0,1.0,1.0,18.0,11.4
Gavin Blair,Glenville St.,MEC,INF,Sr.,43.0,0.27,0.372,0.405,0.359,7.0,2.0,0.0,1.0,1.0,20.3,12.2
Adam Bright,Glenville St.,MEC,INF,Jr.,172.0,0.25,0.39,0.357,0.365,25.0,7.0,1.0,2.0,5.0,19.8,15.7
Jetsel Cajigas-Martinez,Glenville St.,MEC,INF,Jr.,39.0,0.265,0.359,0.412,0.336,6.0,2.0,0.0,1.0,1.0,21.8,11.3
Austin Carter,Glenville St.,MEC,INF,Jr.,153.0,0.29,0.392,0.382,0.377,29.0,7.0,1.0,1.0,6.0,17.6,10.5
Carlos De Jesus,Glenville St.,MEC,C,Sr.,160.0,0.284,0.37,0.469,0.381,26.0,8.0,0.0,6.0,3.0,14.8,10.0
Jesus Del Valle,Glenville St.,MEC,INF,Sr.,36.0,0.216,0.302,0.339,0.306,5.0,1.0,0.0,1.0,1.0,32.1,8.8
Colby Guy,Glenville St.,MEC,UT,Sr.,166.0,0.31,0.41,0.535,0.414,29.0,6.0,1.0,8.0,8.0,20.3,9.3
Conner Keys,Glenville St.,MEC,UT,So.,13.0,0.273,0.385,0.364,0.388,2.0,1.0,0.0,0.0,0.0,18.6,11.9
Zach Laurie,Glenville St.,MEC,C,Sr.,108.0,0.281,0.408,0.484,0.387,15.0,6.0,0.0,4.0,3.0,23.2,14.6
Quinn Lenamon,Glenville St.,MEC,UT,Jr.,63.0,0.273,0.365,0.436,0.371,10.0,3.0,0.0,2.0,2.0,22.9,10.3
Jacob Meadows,Glenville St.,MEC,OF,So.,79.0,0.269,0.38,0.358,0.374,14.0,3.0,0.0,1.0,2.0,18.0,13.0
Luke Sweigart,Glenville St.,MEC,C,Jr.,101.0,0.291,0.397,0.443,0.371,17.0,5.0,1.0,2.0,5.0,15.6,9.9
Hunter Thomas,Glenville St.,MEC,OF,Sr.,43.0,0.278,0.395,0.417,0.369,7.0,2.0,0.0,1.0,2.0,20.8,12.2
Nathan Bowie,Harding,GAC,OF,Sr.,204.0,0.297,0.432,0.407,0.403,38.0,7.0,1.0,3.0,7.0,15.0,15.9
Collin Helms,Harding,GAC,C,Sr.,207.0,0.318,0.44,0.524,0.436,35.0,10.0,2.0,7.0,16.0,13.0,9.9
Jonathan Jackson,Harding,GAC,OF,Sr.,14.0,0.25,0.357,0.333,0.398,2.0,1.0,0.0,0.0,0.0,17.6,12.3
Ty Kirkbride,Harding,GAC,INF,Jr.,137.0,0.296,0.373,0.386,0.348,28.0,6.0,1.0,1.0,5.0,12.8,7.0
Logan Lacey,Harding,GAC,INF,Sr.,250.0,0.315,0.424,0.515,0.417,43.0,13.0,1.0,9.0,10.0,11.7,11.9
Cooper Newsom,Harding,GAC,INF,Sr.,229.0,0.283,0.38,0.46,0.384,34.0,15.0,1.0,6.0,6.0,18.5,10.8
Tripp Campbell,Henderson St.,GAC,UT,So.,165.0,0.266,0.382,0.396,0.37,26.0,7.0,1.0,3.0,4.0,20.0,13.6
Adam Garcia,Henderson St.,GAC,UT,Sr.,85.0,0.254,0.376,0.394,0.372,12.0,4.0,0.0,2.0,3.0,17.1,12.6
Nate Moore,Henderson St.,GAC,INF,Sr.,137.0,0.279,0.379,0.381,0.357,26.0,4.0,1.0,2.0,5.0,15.7,10.4
Cooper Backman,Lander,Peach Belt,UT,So.,201.0,0.272,0.388,0.385,0.363,34.0,8.0,1.0,3.0,9.0,18.2,11.6
Zach Cowart,Lander,Peach Belt,INF,Sr.,148.0,0.264,0.398,0.405,0.378,22.0,6.0,1.0,3.0,8.0,18.9,12.6
Caden Crews,Lander,Peach Belt,UT,Sr.,86.0,0.274,0.384,0.37,0.365,15.0,4.0,0.0,1.0,4.0,14.9,10.0
Ryan Hansen,Lander,Peach Belt,OF,So.,36.0,0.29,0.389,0.452,0.381,6.0,2.0,0.0,1.0,1.0,17.6,11.1
Will McClellan,Lander,Peach Belt,C,Sr.,191.0,0.265,0.434,0.455,0.406,24.0,8.0,1.0,6.0,9.0,21.4,18.1
Caleb McKittrick,Lander,Peach Belt,INF,Sr.,19.0,0.25,0.368,0.312,0.362,3.0,1.0,0.0,0.0,1.0,18.4,11.0
Kyle Murphy,Lander,Peach Belt,C,Sr.,45.0,0.249,0.333,0.274,0.351,9.0,1.0,0.0,0.0,1.0,21.9,9.6
Lowndes Still,Lander,Peach Belt,INF,Sr.,14.0,0.276,0.432,0.367,0.365,2.0,1.0,0.0,0.0,1.0,19.1,12.3
Brody Winter,Lander,Peach Belt,OF,Sr.,50.0,0.27,0.402,0.466,0.393,7.0,2.0,0.0,2.0,3.0,21.8,12.3
Trey Jensen,Lenoir-Rhyne,SAC,OF,So.,10.0,0.222,0.3,0.222,0.378,2.0,0.0,0.0,0.0,0.0,19.1,11.0
Nathan Kidder,Lenoir-Rhyne,SAC,C,Sr.,41.0,0.284,0.389,0.427,0.357,7.0,2.0,0.0,1.0,2.0,21.4,9.7
Kyle Murphy,Lenoir-Rhyne,SAC,UT,Sr.,45.0,0.249,0.333,0.274,0.351,9.0,1.0,0.0,0.0,1.0,21.9,9.6
Andrew Stillinger,Lenoir-Rhyne,SAC,INF,Sr.,33.0,0.286,0.394,0.429,0.372,6.0,1.0,0.0,1.0,1.0,17.0,11.2
Mackenzie Wainwright,Lenoir-Rhyne,SAC,OF,Jr.,268.0,0.378,0.471,0.702,0.504,50.0,16.0,2.0,18.0,5.0,12.3,13.1
CJ Duggan,Lincoln Memorial,SAC,OF,So.,160.0,0.277,0.381,0.401,0.364,28.0,6.0,1.0,3.0,4.0,17.3,11.7
Kevin Fernandez,Lincoln Memorial,SAC,OF,Sr.,103.0,0.267,0.359,0.444,0.362,15.0,5.0,1.0,3.0,2.0,25.3,10.5
Brooks Hagedorn,Lincoln Memorial,SAC,INF,So.,142.0,0.287,0.387,0.443,0.382,23.0,8.0,1.0,3.0,5.0,17.3,10.9
Ford Hallock,Lincoln Memorial,SAC,OF,So.,41.0,0.286,0.39,0.429,0.376,7.0,2.0,0.0,1.0,1.0,17.5,11.3
Caleb Jordan,Lincoln Memorial,SAC,INF,So.,59.0,0.294,0.39,0.412,0.375,11.0,3.0,0.0,1.0,2.0,16.5,10.4
Alex Kowalski,Lincoln Memorial,SAC,OF,Sr.,117.0,0.284,0.375,0.499,0.382,16.0,8.0,1.0,4.0,4.0,17.3,9.2
Joey LaMattina,Lincoln Memorial,SAC,C,Jr.,83.0,0.258,0.375,0.402,0.377,12.0,4.0,0.0,2.0,3.0,18.9,12.4
Alejandro Aguilar,Mars Hill,SAC,UT,Jr.,10.0,0.222,0.3,0.222,0.381,2.0,0.0,0.0,0.0,0.0,19.1,10.5
Dawson Anderson,Mars Hill,SAC,C,So.,102.0,0.281,0.373,0.393,0.357,18.0,5.0,1.0,1.0,3.0,21.0,10.0
Terick Bumgarner,Mars Hill,SAC,UT,Sr.,126.0,0.278,0.364,0.422,0.358,22.0,5.0,1.0,3.0,4.0,27.6,8.7
Zachary Cimino,Mars Hill,SAC,OF,Jr.,46.0,0.3,0.391,0.5,0.402,8.0,2.0,0.0,2.0,1.0,17.1,10.6
Jack Davis,Mars Hill,SAC,OF,Jr.,24.0,0.291,0.382,0.34,0.351,5.0,1.0,0.0,0.0,1.0,17.5,10.0
Max LaLime,Mars Hill,SAC,OF,Jr.,123.0,0.283,0.382,0.472,0.378,19.0,6.0,1.0,4.0,4.0,21.4,10.6
Chapel Matson,Mars Hill,SAC,INF,Sr.,182.0,0.275,0.407,0.45,0.388,26.0,9.0,1.0,5.0,5.0,22.6,15.2
Carter Potts,Mars Hill,SAC,INF,Jr.,189.0,0.28,0.386,0.404,0.36,32.0,9.0,1.0,3.0,7.0,15.3,11.0
Quinn Rembert,Mars Hill,SAC,OF,Sr.,13.0,0.284,0.398,0.379,0.35,2.0,1.0,0.0,0.0,1.0,21.7,10.0
Peyton Starkey,Mars Hill,SAC,INF,Sr.,91.0,0.306,0.405,0.434,0.391,17.0,5.0,1.0,1.0,4.0,16.5,10.0
Toby Troutman,Mars Hill,SAC,C,Sr.,78.0,0.218,0.357,0.389,0.337,8.0,3.0,1.0,2.0,3.0,30.2,14.0
Preston Bedford,Montevallo,Gulf South,OF,Jr.,18.0,0.267,0.389,0.333,0.366,3.0,1.0,0.0,0.0,1.0,19.8,12.0
Ian Cartwright,Montevallo,Gulf South,OF,So.,56.0,0.292,0.393,0.417,0.378,10.0,3.0,0.0,1.0,2.0,20.0,11.0
Christian Kallaher,Montevallo,Gulf South,C,Sr.,48.0,0.354,0.434,0.496,0.413,11.0,3.0,0.0,1.0,2.0,18.8,7.9
Easton Kleyn,Montevallo,Gulf South,C,So.,31.0,0.296,0.387,0.444,0.387,6.0,1.0,0.0,1.0,1.0,19.1,10.3
Dominic Maldet,Montevallo,Gulf South,C,So.,53.0,0.267,0.377,0.378,0.37,9.0,2.0,0.0,1.0,2.0,19.6,10.8
Evan Radford,Montevallo,Gulf South,INF,Sr.,236.0,0.327,0.398,0.588,0.43,41.0,14.0,1.0,13.0,6.0,19.7,8.2
Riley Thuringer,Montevallo,Gulf South,UT,So.,21.0,0.278,0.381,0.5,0.393,3.0,1.0,0.0,1.0,1.0,20.3,10.6
McGwire Turner,Montevallo,Gulf South,INF,Jr.,250.0,0.349,0.44,0.502,0.437,57.0,10.0,1.0,7.0,9.0,14.0,10.5
Dawson Ables,Mount Olive,Conference Carolinas,INF,Sr.,60.0,0.25,0.35,0.365,0.333,9.0,3.0,0.0,1.0,2.0,18.1,9.8
Kayden Crawford,Mount Olive,Conference Carolinas,OF,Sr.,229.0,0.303,0.397,0.414,0.38,46.0,9.0,2.0,3.0,5.0,13.2,11.3
Ryder Hancock,Mount Olive,Conference Carolinas,OF,Sr.,93.0,0.284,0.376,0.395,0.365,17.0,4.0,1.0,1.0,2.0,14.9,10.5
Jakhari Howard,Mount Olive,Conference Carolinas,OF,Sr.,177.0,0.275,0.39,0.423,0.373,28.0,8.0,1.0,4.0,7.0,19.9,11.8
Mac James,Mount Olive,Conference Carolinas,C,Sr.,45.0,0.256,0.356,0.385,0.348,7.0,2.0,0.0,1.0,1.0,23.1,10.1
Wade Kelly,Mount Olive,Conference Carolinas,OF,Sr.,184.0,0.289,0.386,0.396,0.363,34.0,9.0,1.0,2.0,8.0,15.9,9.2
Lane McLean,Mount Olive,Conference Carolinas,INF,Sr.,231.0,0.282,0.382,0.423,0.373,37.0,14.0,1.0,4.0,8.0,11.0,10.3
Garrett Moffett,Mount Olive,Conference Carolinas,OF,Sr.,163.0,0.286,0.387,0.479,0.382,25.0,8.0,2.0,5.0,4.0,17.3,11.7
Tariq Talley,Mount Olive,Conference Carolinas,INF,Sr.,149.0,0.29,0.409,0.411,0.373,26.0,7.0,1.0,2.0,5.0,18.4,13.2
Rowan Watt,Mount Olive,Conference Carolinas,INF,Sr.,46.0,0.282,0.391,0.41,0.358,8.0,2.0,0.0,1.0,1.0,19.5,13.1
Josh Bandy,Newberry,SAC,UT,So.,20.0,0.235,0.35,0.294,0.373,3.0,1.0,0.0,0.0,1.0,18.8,11.0
Logan Busenlehner,Newberry,SAC,C,Jr.,71.0,0.295,0.394,0.426,0.361,13.0,3.0,1.0,1.0,3.0,15.2,10.0
Jack Coletti,Newberry,SAC,OF,So.,21.0,0.278,0.381,0.333,0.371,4.0,1.0,0.0,0.0,1.0,18.1,11.3
Luke Compton,Newberry,SAC,OF,Jr.,140.0,0.279,0.372,0.361,0.338,27.0,5.0,1.0,1.0,4.0,15.8,9.9
John Allen Forrester,Newberry,SAC,OF,Jr.,65.0,0.251,0.356,0.359,0.341,10.0,3.0,0.0,1.0,2.0,23.4,11.2
Carson Hayes,Newberry,SAC,INF,Sr.,64.0,0.278,0.391,0.389,0.358,11.0,3.0,0.0,1.0,4.0,18.7,9.6
K.J. Leshko,Newberry,SAC,INF,Jr.,54.0,0.243,0.368,0.353,0.335,8.0,2.0,0.0,1.0,2.0,20.4,12.1
Campbell McCurry,Newberry,SAC,C,Jr.,40.0,0.287,0.376,0.43,0.346,7.0,2.0,0.0,1.0,1.0,18.2,9.5
Zane McLendon,Newberry,SAC,OF,So.,10.0,0.222,0.3,0.222,0.373,2.0,0.0,0.0,0.0,0.0,19.1,11.0
Parker Mergo,Newberry,SAC,INF,So.,80.0,0.269,0.388,0.358,0.384,14.0,3.0,0.0,1.0,2.0,16.7,14.3
Chandler Mims,Newberry,SAC,INF,Sr.,97.0,0.248,0.342,0.331,0.329,16.0,4.0,0.0,1.0,2.0,18.4,10.6
Bryson Nuckols,Newberry,SAC,OF,Jr.,147.0,0.299,0.408,0.396,0.392,28.0,7.0,1.0,1.0,5.0,16.1,12.6
Keillor Osbon,Newberry,SAC,UT,Jr.,65.0,0.25,0.354,0.358,0.343,10.0,3.0,0.0,1.0,2.0,20.6,10.2
Anthony Plotkin,Newberry,SAC,UT,Jr.,83.0,0.282,0.386,0.394,0.366,15.0,3.0,1.0,1.0,3.0,17.7,10.6
Carson Vega,Newberry,SAC,OF,So.,14.0,0.273,0.429,0.364,0.389,2.0,1.0,0.0,0.0,1.0,18.2,10.9
Wilson Wages,Newberry,SAC,OF,So.,192.0,0.292,0.38,0.417,0.372,36.0,8.0,2.0,3.0,7.0,17.5,9.0
Luke White,Newberry,SAC,C,Sr.,58.0,0.284,0.394,0.385,0.353,11.0,2.0,0.0,1.0,2.0,20.0,11.4
Drew Benson,Northern St.,NSIC,INF,Sr.,60.0,0.28,0.4,0.52,0.418,8.0,3.0,0.0,3.0,2.0,22.0,13.3
Hunter Brown,Northern St.,NSIC,UT,Sr.,148.0,0.3,0.399,0.512,0.392,24.0,7.0,1.0,6.0,2.0,24.2,12.6
Dillon Castellanos,Northern St.,NSIC,OF,Sr.,175.0,0.289,0.394,0.409,0.377,32.0,7.0,1.0,3.0,4.0,22.2,12.5
Jordan Hull,Northern St.,NSIC,OF,Sr.,88.0,0.286,0.375,0.455,0.368,14.0,5.0,1.0,2.0,4.0,19.8,8.2
Kyle Konechne,Northern St.,NSIC,OF,Jr.,30.0,0.269,0.367,0.423,0.367,5.0,1.0,0.0,1.0,1.0,18.8,10.9
Jonah Schmidt,Northern St.,NSIC,INF,Sr.,106.0,0.258,0.349,0.344,0.339,18.0,5.0,0.0,1.0,3.0,21.5,9.6
Dylan Soulek,Northern St.,NSIC,INF,Jr.,94.0,0.247,0.351,0.321,0.341,16.0,3.0,0.0,1.0,5.0,19.0,8.3
Mateo Tahsini,Northern St.,NSIC,INF,Sr.,35.0,0.234,0.344,0.267,0.337,6.0,1.0,0.0,0.0,1.0,17.7,10.6
Casey Vining,Northern St.,NSIC,INF,Jr.,54.0,0.283,0.389,0.457,0.368,9.0,2.0,0.0,2.0,2.0,22.5,10.7
